timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of OpenAI,openai,"Major corporate, research, and product milestones in the history of OpenAI.",technology,1,2015,year,OpenAI founded,OpenAI was founded as an artificial intelligence research organization.,5,San Francisco,,Encyclopaedia Britannica,https://www.britannica.com/topic/OpenAI,0.95,artificial-intelligence;technology;business
Timeline of OpenAI,openai,"Major corporate, research, and product milestones in the history of OpenAI.",technology,2,2016,year,OpenAI Gym released,The company launched a major reinforcement-learning toolkit for researchers.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/OpenAI,0.95,artificial-intelligence;technology;business
Timeline of OpenAI,openai,"Major corporate, research, and product milestones in the history of OpenAI.",technology,3,2016,year,OpenAI Universe announced,OpenAI broadened research infrastructure for training AI agents across software environments.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/OpenAI,0.95,artificial-intelligence;technology;business
Timeline of OpenAI,openai,"Major corporate, research, and product milestones in the history of OpenAI.",technology,4,2017,year,OpenAI Baselines published,The organization released reference implementations for reinforcement learning.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/OpenAI,0.95,artificial-intelligence;technology;business
Timeline of OpenAI,openai,"Major corporate, research, and product milestones in the history of OpenAI.",technology,5,2018,year,OpenAI Five gains attention in esports,The project demonstrated rapid progress in multi-agent reinforcement learning.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/OpenAI,0.95,artificial-intelligence;technology;business
Timeline of OpenAI,openai,"Major corporate, research, and product milestones in the history of OpenAI.",technology,6,2018,year,GPT introduced,OpenAI published the first Generative Pre-trained Transformer model.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/OpenAI,0.95,artificial-intelligence;technology;business
Timeline of OpenAI,openai,"Major corporate, research, and product milestones in the history of OpenAI.",technology,7,2019,year,OpenAI LP created,The organization adopted a capped-profit structure to support scaling research.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/OpenAI,0.95,artificial-intelligence;technology;business
Timeline of OpenAI,openai,"Major corporate, research, and product milestones in the history of OpenAI.",technology,8,2019,year,GPT-2 released in stages,The company drew wide attention with staged release of a large language model.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/OpenAI,0.95,artificial-intelligence;technology;business
Timeline of OpenAI,openai,"Major corporate, research, and product milestones in the history of OpenAI.",technology,9,2019,year,Microsoft announces major investment,A deep strategic partnership with Microsoft began shaping OpenAI's growth.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/OpenAI,0.95,artificial-intelligence;technology;business
Timeline of OpenAI,openai,"Major corporate, research, and product milestones in the history of OpenAI.",technology,10,2020,year,GPT-3 announced,A much larger language model pushed OpenAI to the center of AI discussion.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/OpenAI,0.95,artificial-intelligence;technology;business
