timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,1,1953,year,DNA double helix is described,The structure of DNA provides the conceptual foundation for later sequencing methods.,5,"Cambridge, England",,Nature,https://www.nature.com/articles/171737a0,0.99,genetics;biology
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,2,1970,year,Restriction enzymes transform molecular biology,The growing use of restriction enzymes helps make DNA analysis and sequencing practical.,4,United States,,PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC4727787/,0.95,genetics;biotechnology
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,3,1972,year,First complete gene sequence is determined,Early sequencing work demonstrates that nucleic-acid sequences can be experimentally resolved.,4,United States,,PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC4727787/,0.95,genetics;research
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,4,1973,year,First published DNA sequencing report appears,Walter Gilbert and Allan Maxam publish an early chemical sequencing result.,5,United States,,Springer,https://link.springer.com/chapter/10.1007/978-1-4614-7001-4_1,0.92,genetics;research
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,5,1977,year,Sanger sequencing is introduced,Frederick Sanger and colleagues publish the chain-termination method that becomes a dominant sequencing approach.,5,"Cambridge, England",,Nature,https://www.nature.com/articles/265687a0,0.99,genetics;technology
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,6,1977,year,Maxam-Gilbert sequencing is published,A second major first-generation sequencing method appears in the same year.,4,United States,,PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC4727787/,0.95,genetics;technology
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,7,1977,year,Phi X174 genome is sequenced,The first complete DNA genome is determined using sequencing methods.,5,"Cambridge, England",,Nature,https://www.nature.com/articles/265687a0,0.99,genetics;genome
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,8,1986,year,Automated fluorescence sequencing advances,Automation begins reducing manual work and increasing sequencing throughput.,4,United States,,PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC4727787/,0.95,genetics;automation
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,9,1990,year,Human Genome Project begins,An international effort to sequence the human genome drives major advances in sequencing scale and accuracy.,5,International,,National Human Genome Research Institute,https://www.genome.gov/human-genome-project,0.98,genetics;genomics
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,10,1995,year,First bacterial genome is sequenced,Haemophilus influenzae becomes the first free-living organism with a complete genome sequence.,5,United States,,Science,https://www.science.org/doi/10.1126/science.269.5223.496,0.98,genetics;genome
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,11,1996,year,First eukaryotic genome is completed,The budding yeast Saccharomyces cerevisiae becomes the first sequenced eukaryotic genome.,4,International,,PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC4727787/,0.95,genetics;genome
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,12,1998,year,Capillary electrophoresis systems improve throughput,New instrument designs accelerate large-scale sequencing projects.,4,United States,,PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC4727787/,0.95,genetics;automation
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,13,2001,year,Draft human genome is published,Research groups release landmark draft sequences of the human genome.,5,International,,Nature,https://www.nature.com/articles/35057062,0.99,genetics;genome
Timeline of DNA Sequencing,dna-sequencing,Major scientific and technological milestones in the history of DNA sequencing from early methods to high-throughput and long-read platforms.,science,14,2003,year,Human Genome Project is completed,The reference human genome is declared essentially complete.,5,International,,National Human Genome Research Institute,https://www.genome.gov/human-genome-project/Completion-FAQ,0.98,genetics;genomics
