timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,1,c. 30 CE,approximate,Peter is traditionally recognized as leader in Rome,"Catholic tradition identifies Saint Peter as the first bishop of Rome, grounding later papal claims to apostolic succession.",5,"Rome, Roman Empire",,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,religion;papacy;rome
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,2,64 CE,year,Peter is martyred in Rome,Peter’s death in Rome became central to the spiritual authority associated with the Roman see.,5,"Rome, Roman Empire",,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,religion;papacy;rome
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,3,313,year,Edict of Milan legalizes Christianity,Imperial toleration of Christianity transformed the setting in which the bishops of Rome operated.,4,Roman Empire,,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,religion;christianity;rome
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,4,380,year,Nicene Christianity becomes imperial religion,The Edict of Thessalonica strengthened the institutional position of the Christian church within the Roman world.,4,Roman Empire,,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,religion;christianity;empire
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,5,440,year,Leo I becomes pope,Pope Leo I helped define papal primacy and became one of the most influential bishops of Rome in late antiquity.,5,"Rome, Western Roman Empire",,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,papacy;religion;rome
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,6,590,year,Gregory I begins his pontificate,"Gregory the Great expanded papal administration, missionary activity, and the prestige of the Roman see.",5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,papacy;religion;medieval
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,7,800-12-25,day,Charlemagne is crowned emperor,"Pope Leo III crowned Charlemagne in Rome, symbolizing the papacy’s political role in medieval Europe.",5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,papacy;empire;medieval
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,8,1054,year,The Great Schism divides eastern and western churches,Mutual excommunications between Rome and Constantinople marked the formal breach between the Roman Catholic and Eastern Orthodox churches.,5,Rome and Constantinople,,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,papacy;religion;schism
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,9,1073,year,Gregory VII is elected pope,Gregory VII launched reforms that asserted papal independence and intensified the Investiture Controversy.,5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/biography/Saint-Gregory-VII,0.98,papacy;reform;medieval
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,10,1095,year,Urban II calls the First Crusade,"At Clermont, Urban II urged western Christians to take up arms in the eastern Mediterranean, linking crusading to papal leadership.",5,"Clermont, France",,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,papacy;war;religion
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,11,1309,year,Papacy moves to Avignon,The relocation of the papal court to Avignon began a prolonged period of residence outside Rome.,5,"Avignon, France",,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,papacy;avignon;religion
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,12,1378,year,Western Schism begins,Rival papal claimants in Rome and Avignon fractured the Latin church and weakened papal authority.,5,Rome and Avignon,,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,papacy;schism;religion
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,13,1417,year,Martin V is elected and ends the schism,The Council of Constance restored a single recognized pope by electing Martin V.,5,"Constance, Holy Roman Empire",,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,papacy;council;religion
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,14,1517,year,Luther’s challenge begins the Reformation crisis,Martin Luther’s Ninety-five Theses triggered a religious upheaval that profoundly altered papal power in Europe.,5,"Wittenberg, Holy Roman Empire",,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,papacy;reformation;religion
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,15,1545,year,Council of Trent opens,"The council became the central Catholic response to the Reformation and reshaped doctrine, discipline, and church governance.",5,"Trent, Prince-Bishopric of Trent",,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy,0.98,papacy;catholicism;reformation
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,16,1870,year,Rome is annexed and the Papal States end,"Italian forces entered Rome during unification, ending papal temporal rule over the Papal States.",5,"Rome, Italy",,Encyclopaedia Britannica,https://www.britannica.com/topic/papacy/The-modern-papacy-from-1775-to-the-21st-century,0.98,papacy;italy;statehood
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,17,1929-02-11,day,Lateran Treaty creates Vatican City,The Lateran Treaty resolved the Roman Question and recognized Vatican City as a sovereign state.,5,"Rome, Italy",,Encyclopaedia Britannica,https://www.britannica.com/event/Lateran-Treaty,0.98,papacy;vatican;statehood
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,18,1959-01-25,day,John XXIII announces the Second Vatican Council,The pope called an ecumenical council to renew church life and engage more directly with the modern world.,5,Vatican City,,Encyclopaedia Britannica,https://www.britannica.com/event/Second-Vatican-Council,0.98,papacy;vatican;reform
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,19,1962-10-11,day,Second Vatican Council opens,Vatican II began its first session and would bring major liturgical and institutional reforms to the Catholic Church.,5,Vatican City,,Encyclopaedia Britannica,https://www.britannica.com/event/Second-Vatican-Council,0.98,papacy;vatican;council
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,20,1978,year,John Paul II is elected pope,"Karol Wojtyła became the first non-Italian pope in 455 years, broadening the church’s global identity.",5,Vatican City,,Encyclopaedia Britannica,https://www.britannica.com/biography/Saint-John-Paul-II,0.98,papacy;vatican;global
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,21,2013-02-28,day,Benedict XVI resigns,"Benedict XVI became the first pope in centuries to resign voluntarily, citing age and health.",5,Vatican City,,Encyclopaedia Britannica,https://www.britannica.com/biography/Benedict-XVI,0.98,papacy;vatican;modern
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,22,2013-03-13,day,Francis is elected pope,Jorge Mario Bergoglio became the first pope from the Americas and the first Jesuit pope.,5,Vatican City,,Encyclopaedia Britannica,https://www.britannica.com/biography/Francis-I-pope,0.98,papacy;vatican;global
Timeline of the Papacy and the Vatican,papacy-and-vatican,"Major milestones in the history of the papacy and Vatican City, from early Christian Rome to the modern Holy See.",religion,23,2025-05-08,day,Leo XIV is elected pope,Robert Francis Prevost became the first American pope and the 267th pope of the Catholic Church.,5,Vatican City,,Encyclopaedia Britannica,https://www.britannica.com/biography/Leo-XIV,0.98,papacy;vatican;modern
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,1,c. 2000 BCE,approximate,Early Maya farming villages emerge,"Settled agricultural communities began to form in the Maya region, laying the foundations for later urban civilization.",4,Mesoamerica,,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;civilization;mesoamerica
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,2,c. 1000 BCE,approximate,Preclassic ceremonial centers expand,Monumental building and complex political organization spread across early Maya communities during the Preclassic era.,4,Maya region,,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;architecture;mesoamerica
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,3,c. 400 BCE,approximate,El Mirador rises as a major center,Large-scale construction at El Mirador reflected the growing complexity of Preclassic Maya political life.,4,"Petén, Guatemala",,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;city;guatemala
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,4,250,year,Classic Maya period begins,"Archaeologists date the beginning of the Classic era to around this time, when dynastic inscriptions and urban florescence intensified.",5,Maya region,,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;classic-period;civilization
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,5,292,year,Earliest known dated Maya stela is erected at Tikal,Stela 29 at Tikal carries one of the earliest surviving Long Count dates in the Maya world.,4,"Tikal, Guatemala",,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;epigraphy;guatemala
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,6,378,year,Siyaj K’ak’ arrives at Tikal,The arrival of Siyaj K’ak’ marked a major political shift in Tikal and linked Maya dynastic history to central Mexico.,5,"Tikal, Guatemala",,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;politics;tikal
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,7,562,year,Tikal suffers major defeat,"Tikal was defeated by rivals associated with Caracol and Calakmul, altering the regional balance of power.",4,Maya lowlands,,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;war;tikal
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,8,615,year,Pakal the Great takes the throne of Palenque,K’inich Janaab’ Pakal began a long reign that made Palenque one of the best-known Classic Maya capitals.,5,"Palenque, Mexico",,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;dynasty;mexico
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,9,682,year,Jasaw Chan K’awiil I becomes ruler of Tikal,His accession marked the recovery of Tikal as a dominant power in the late Classic period.,4,"Tikal, Guatemala",,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;tikal;dynasty
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,10,695,year,Tikal defeats Calakmul,Tikal’s victory over Calakmul reshaped elite politics across the southern lowlands.,5,Maya lowlands,,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;war;politics
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,11,738,year,Quiriguá defeats Copán’s ruler,The capture and execution of Copán’s king by Quiriguá signaled shifting alliances and weakening old powers.,4,"Quiriguá, Guatemala",,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;war;guatemala
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,12,790,year,Classic Maya collapse begins to accelerate,"By the late eighth century, monument erection and courtly life started to contract across many Maya centers.",5,Maya lowlands,,Encyclopaedia Britannica,https://www.britannica.com/topic/pre-Columbian-civilizations/The-collapse-of-Classic-Maya-civilization,0.98,maya;collapse;civilization
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,13,799,year,Last dated monument is erected at Copán,Copán’s final dated monument marked the decline of one of the Classic period’s leading royal centers.,4,"Copán, Honduras",,Encyclopaedia Britannica,https://www.britannica.com/topic/pre-Columbian-civilizations/The-collapse-of-Classic-Maya-civilization,0.98,maya;collapse;honduras
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,14,869,year,Tikal’s last known dated monument is dedicated,The final dated inscription at Tikal symbolized the fading of Classic dynastic life in the central lowlands.,4,"Tikal, Guatemala",,Encyclopaedia Britannica,https://www.britannica.com/topic/pre-Columbian-civilizations/The-collapse-of-Classic-Maya-civilization,0.98,maya;collapse;tikal
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,15,909,year,Toniná records one of the last Classic Maya dates,Late inscriptions such as those at Toniná show the final stages of Classic-era political tradition.,4,"Chiapas, Mexico",,Encyclopaedia Britannica,https://www.britannica.com/topic/pre-Columbian-civilizations/The-collapse-of-Classic-Maya-civilization,0.98,maya;collapse;mexico
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,16,987,year,Chichén Itzá enters a new era of regional dominance,"By the late tenth century, Chichén Itzá had become one of the most important Postclassic centers in northern Yucatán.",5,"Yucatán, Mexico",,Encyclopaedia Britannica,https://www.britannica.com/video/Overview-Chichen-Itza-Yucatan-Mexico/-191715,0.96,maya;postclassic;mexico
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,17,1441,year,Mayapán falls after revolt,The destruction of Mayapán ended the last major political confederation in northern Yucatán before the Spanish conquest.,5,"Yucatán, Mexico",,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;postclassic;mexico
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,18,1517,year,Spaniards reach the Yucatán coast,Francisco Hernández de Córdoba’s expedition marked sustained Spanish contact with Maya polities of Yucatán.,5,"Yucatán, Mexico",,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;conquest;colonial
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,19,1524,year,Spanish conquest of highland K’iche’ advances,Pedro de Alvarado’s campaign broke major Maya resistance in the Guatemalan highlands.,5,Guatemala,,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;conquest;guatemala
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,20,1542,year,Mérida is founded over the Maya city of T’hó,The Spanish colonial city of Mérida was established atop an earlier Maya center in Yucatán.,4,"Mérida, Mexico",,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;colonial;mexico
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,21,1697,year,Nojpetén falls to the Spanish,The conquest of Nojpetén ended the last independent Maya kingdom in the lowlands.,5,"Petén, Guatemala",,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;conquest;guatemala
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,22,1847,year,Caste War of Yucatán begins,A major Maya uprising challenged regional rule and reshaped politics in the Yucatán peninsula.,4,"Yucatán, Mexico",,Encyclopaedia Britannica,https://www.britannica.com/topic/Maya-people,0.98,maya;rebellion;mexico
Timeline of the Maya Civilization,maya-civilization,"Major milestones in the rise, florescence, transformation, conquest, and modern legacy of Maya civilization.",history,23,1992,year,Rigoberta Menchú wins the Nobel Peace Prize,"The award drew global attention to Maya communities, Indigenous rights, and historical violence in Guatemala.",4,Guatemala,,Nobel Prize,https://www.nobelprize.org/prizes/peace/1992/menchu/facts/,0.99,maya;indigenous-rights;guatemala
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,1,1907,year,White Star Line approves the Olympic-class liners,"Plans moved forward for three giant passenger ships, including what would become Titanic.",4,"London, United Kingdom",,Encyclopaedia Britannica,https://www.britannica.com/topic/Titanic,0.98,titanic;shipping;britain
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,2,1909-03-31,day,Titanic keel is laid,Construction of Titanic began at the Harland and Wolff shipyard in Belfast.,4,"Belfast, Ireland",,Encyclopaedia Britannica,https://www.britannica.com/topic/Titanic,0.98,titanic;shipbuilding;ireland
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,3,1911-05-31,day,Titanic is launched,The hull of Titanic entered the water in a major public ceremony at Belfast.,4,"Belfast, Ireland",,Encyclopaedia Britannica,https://www.britannica.com/topic/Titanic,0.98,titanic;shipbuilding;ireland
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,4,1912-04-02,day,Sea trials are completed,Titanic underwent trials before being cleared for passenger service.,3,"Belfast Lough, Ireland",,Encyclopaedia Britannica,https://www.britannica.com/topic/Titanic,0.98,titanic;shipping;trial
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,5,1912-04-10,day,Titanic departs Southampton,The liner began its maiden voyage to New York with passengers from several social classes aboard.,5,"Southampton, England",,Encyclopaedia Britannica,https://www.britannica.com/topic/Titanic,0.98,titanic;voyage;britain
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,6,1912-04-10,day,Titanic calls at Cherbourg,The ship anchored off Cherbourg to take on additional passengers and mail.,3,"Cherbourg, France",,Encyclopaedia Britannica,https://www.britannica.com/topic/Titanic,0.98,titanic;voyage;france
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,7,1912-04-11,day,Titanic leaves Queenstown for the Atlantic crossing,"After its final European stop, Titanic headed west across the North Atlantic.",4,"Queenstown, Ireland",,Encyclopaedia Britannica,https://www.britannica.com/topic/Titanic,0.98,titanic;voyage;atlantic
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,8,1912-04-14,day,Iceberg warnings accumulate during the voyage,Multiple wireless messages warned of ice in Titanic’s path before the collision.,4,North Atlantic Ocean,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-titanics-final-hours,0.98,titanic;voyage;atlantic
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,9,1912-04-14,day,Titanic strikes an iceberg,"Late on April 14, the ship hit an iceberg, opening multiple compartments to the sea.",5,North Atlantic Ocean,,Encyclopaedia Britannica,https://www.britannica.com/topic/Titanic,0.98,titanic;disaster;atlantic
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,10,1912-04-15,day,Distress rockets and wireless calls are sent,"As the ship flooded, crew members launched rockets and sent CQD and SOS distress messages.",5,North Atlantic Ocean,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-titanics-final-hours,0.98,titanic;disaster;rescue
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,11,1912-04-15,day,Titanic sinks,"The liner foundered in the early hours of April 15, causing one of the deadliest peacetime maritime disasters in history.",5,North Atlantic Ocean,,Encyclopaedia Britannica,https://www.britannica.com/topic/Titanic,0.98,titanic;disaster;shipping
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,12,1912-04-15,day,Carpathia rescues survivors,RMS Carpathia arrived at the disaster site and picked up survivors from Titanic’s lifeboats.,5,North Atlantic Ocean,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-titanics-final-hours,0.98,titanic;rescue;shipping
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,13,1912-04-18,day,Carpathia reaches New York,"Survivors arrived in New York, where public shock and intense press coverage followed.",4,"New York City, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Titanic,0.98,titanic;legacy;united-states
Timeline of the Titanic Disaster and Legacy,titanic-disaster-and-legacy,"Major milestones in the design, voyage, sinking, investigation, discovery, and cultural legacy of RMS Titanic.",disaster,14,1912-04-19,day,U.S. Senate inquiry opens,An American investigation began examining the causes of the disaster and failures in maritime safety.,5,"Washington, D.C., United States",,United States Senate,https://www.senate.gov/artandhistory/history/minute/Titanic_Hearings.htm,0.99,titanic;inquiry;law
