timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,1,1945,year,Yalta Conference shapes postwar spheres,"The wartime leaders met at Yalta to discuss postwar Europe, helping frame the political order that soon hardened into Cold War rivalry.",4,"Yalta, Crimea",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;diplomacy
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,2,1945-05,month,Germany surrenders in Europe,Nazi Germany's collapse removed the common enemy binding the United States and the Soviet Union and exposed deeper ideological conflict.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;world-war-ii
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,3,1945-08,month,Atomic bombings transform superpower politics,The U.S. use of atomic bombs on Japan introduced nuclear weapons into international politics and intensified strategic rivalry.,5,"Hiroshima and Nagasaki, Japan",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;nuclear-weapons
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,4,1946-03-05,day,Churchill delivers the Iron Curtain speech,"Winston Churchill publicly described the division of Europe, giving a memorable phrase to the emerging East-West split.",4,"Fulton, Missouri, United States",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;ideology
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,5,1947-03-12,day,Truman Doctrine is announced,"President Harry Truman pledged support for countries resisting communism, marking formal U.S. containment policy.",5,"Washington, D.C., United States",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;containment
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,6,1947-06-05,day,Marshall Plan is proposed,"The United States launched a major recovery program for Europe, tying economic reconstruction to anti-communist strategy.",4,"Cambridge, Massachusetts, United States",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;economics
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,7,1948-06,month,Berlin Blockade begins,"The Soviet Union cut land access to West Berlin, provoking a major crisis and the Western airlift response.",5,"Berlin, Germany",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;berlin
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,8,1949-04-04,day,NATO is founded,The North Atlantic Treaty Organization established a formal Western military alliance against Soviet power.,5,"Washington, D.C., United States",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;alliances
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,9,1949-08-29,day,Soviet Union tests its first atomic bomb,The Soviet nuclear test ended the U.S. atomic monopoly and accelerated the arms race.,5,"Semipalatinsk, Kazakhstan",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;nuclear-weapons
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,10,1949-10-01,day,People's Republic of China is proclaimed,The communist victory in China reshaped the global balance of power and widened the Cold War beyond Europe.,5,"Beijing, China",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;china
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,11,1950-06-25,day,Korean War begins,North Korea's invasion of South Korea turned the Cold War into a major hot war fought with superpower backing.,5,Korean Peninsula,,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;war
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,12,1953-03-05,day,Stalin dies,Joseph Stalin's death opened a period of transition in Soviet leadership and later limited thaw.,4,"Moscow, Soviet Union",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;soviet-union
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,13,1955-05-14,day,Warsaw Pact is created,The Soviet Union and its allies formed a military bloc to counter NATO.,4,"Warsaw, Poland",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;alliances
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,14,1956-10,month,Hungarian Uprising is crushed,"A revolt against Soviet domination was suppressed by force, showing the limits of Eastern bloc autonomy.",4,Hungary,,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;eastern-europe
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,15,1957-10-04,day,Sputnik 1 is launched,The first artificial satellite shocked the United States and linked Cold War rivalry to the space race.,4,"Baikonur Cosmodrome, Kazakhstan",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;space
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,16,1961-08-13,day,Berlin Wall construction begins,"East Germany sealed the border in Berlin, creating the Cold War's most visible symbol of division.",5,"Berlin, Germany",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;berlin
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,17,1962-10,month,Cuban Missile Crisis brings nuclear brinkmanship,The United States and the Soviet Union came to the edge of nuclear war over Soviet missiles in Cuba.,5,Cuba,,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;nuclear-weapons
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,18,1968-08,month,Prague Spring is crushed,"Warsaw Pact forces invaded Czechoslovakia to end reform efforts, reinforcing Soviet control in Eastern Europe.",4,Czechoslovakia,,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;eastern-europe
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,19,1972-05,month,SALT I and the ABM Treaty are signed,The superpowers entered a major phase of détente and strategic arms control.,4,"Moscow, Soviet Union",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;arms-control
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,20,1979-12,month,Soviet invasion of Afghanistan begins,"The intervention reignited tensions and became a long, costly conflict for the Soviet Union.",5,Afghanistan,,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;war
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,21,1985-03-11,day,Gorbachev comes to power,Mikhail Gorbachev's leadership introduced reforms that transformed Soviet policy and the late Cold War.,5,"Moscow, Soviet Union",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;soviet-union
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,22,1989-11-09,day,Berlin Wall falls,The opening of the wall became the defining symbol of the Cold War's collapse in Europe.,5,"Berlin, Germany",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;berlin
Timeline of the Cold War,cold-war,"Major political, military, diplomatic, and symbolic turning points in the Cold War between the United States, the Soviet Union, and their allies.",politics,23,1991-12-26,day,Soviet Union is dissolved,"The Soviet Union formally ended, bringing the Cold War to a close.",5,"Moscow, Russia",,Encyclopaedia Britannica,https://www.britannica.com/event/Cold-War,0.96,cold-war;soviet-union
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,1,1957-10-04,day,Sputnik 1 enters orbit,"The Soviet Union launched the first artificial satellite, starting the Space Race in dramatic fashion.",5,"Baikonur Cosmodrome, Kazakhstan",,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;soviet-union
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,2,1957-11-03,day,Sputnik 2 carries Laika,"The Soviet Union sent the dog Laika into orbit, demonstrating the feasibility of biological spaceflight.",4,"Baikonur Cosmodrome, Kazakhstan",,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;animals
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,3,1958-01-31,day,Explorer 1 is launched,The United States orbited its first satellite and soon confirmed the Van Allen radiation belts.,4,"Cape Canaveral, Florida, United States",,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;united-states
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,4,1958-10-01,day,NASA begins operations,The United States created the National Aeronautics and Space Administration to lead civilian space exploration.,5,"Washington, D.C., United States",,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;nasa
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,5,1959-01-02,day,Luna 1 reaches the vicinity of the Moon,The Soviet probe became the first spacecraft to escape Earth's gravity and pass near the Moon.,4,Soviet Union,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;moon
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,6,1959-09-14,day,Luna 2 impacts the Moon,Luna 2 became the first human-made object to reach the lunar surface.,5,Moon,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;moon
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,7,1959-10-07,day,Luna 3 photographs the Moon's far side,The Soviet mission returned the first images of the Moon's far side.,4,Moon,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;moon
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,8,1961-04-12,day,Yuri Gagarin orbits Earth,Vostok 1 made Gagarin the first human in space and the first to orbit Earth.,5,"Baikonur Cosmodrome, Kazakhstan",,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;human-spaceflight
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,9,1961-05-05,day,Alan Shepard flies on Freedom 7,Shepard became the first American in space on a suborbital Mercury mission.,4,"Cape Canaveral, Florida, United States",,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;human-spaceflight
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,10,1961-05-25,day,Kennedy commits the United States to the Moon,President John F. Kennedy called for landing a man on the Moon before the decade's end.,5,"Washington, D.C., United States",,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;moon
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,11,1962-02-20,day,John Glenn becomes first American to orbit Earth,Mercury-Atlas 6 completed three Earth orbits and marked a major U.S. catch-up milestone.,4,"Cape Canaveral, Florida, United States",,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;human-spaceflight
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,12,1963-06-16,day,Valentina Tereshkova flies into space,Tereshkova became the first woman in space aboard Vostok 6.,4,"Baikonur Cosmodrome, Kazakhstan",,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;women
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,13,1965-03-18,day,Alexei Leonov performs first spacewalk,Voskhod 2 achieved the first extravehicular activity in human history.,4,Soviet Union,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;human-spaceflight
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,14,1965-12-15,day,Gemini 6A and Gemini 7 rendezvous,"NASA demonstrated orbital rendezvous, a key technique for Apollo.",4,Earth orbit,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;nasa
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,15,1966-02-03,day,Luna 9 makes first soft landing on the Moon,The Soviet Union achieved the first controlled soft landing on the lunar surface.,4,Moon,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;moon
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,16,1966-06-02,day,Surveyor 1 lands on the Moon,The United States made its first successful soft lunar landing.,4,Moon,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;moon
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,17,1967-01-27,day,Apollo 1 fire kills three astronauts,A cabin fire during a ground test forced NASA to redesign parts of the Apollo program.,5,"Cape Kennedy, Florida, United States",,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;nasa
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,18,1968-12-24,day,Apollo 8 orbits the Moon,Apollo 8 became the first crewed mission to leave Earth orbit and circle the Moon.,5,Moon,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;moon
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,19,1969-07-20,day,Apollo 11 lands on the Moon,"Neil Armstrong and Buzz Aldrin completed the first crewed lunar landing, a defining Space Race victory for the United States.",5,Moon,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;moon
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,20,1971-04-19,day,Salyut 1 becomes first space station,The Soviet Union launched the world's first space station.,4,Earth orbit,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;soviet-union
Timeline of the Space Race,space-race,Key milestones in the competition between the Soviet Union and the United States to achieve major firsts in space exploration.,science,21,1975-07-17,day,Apollo-Soyuz docking marks détente in space,"An American Apollo spacecraft and a Soviet Soyuz spacecraft docked in orbit, symbolizing the end of the classic Space Race.",4,Earth orbit,,Encyclopaedia Britannica,https://www.britannica.com/story/timeline-of-the-space-race,0.96,space-race;diplomacy
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,1,1351,year,Red Turban Rebellion begins,A major anti-Yuan uprising helped create the conditions from which Zhu Yuanzhang would rise.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;rebellion
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,2,1356,year,Zhu Yuanzhang captures Nanjing,The seizure of Nanjing gave Zhu a strong political and military base in the lower Yangtze.,4,"Nanjing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;war
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,3,1368,year,Ming dynasty is proclaimed,Zhu Yuanzhang founded the Ming dynasty and became the Hongwu emperor.,5,"Nanjing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;dynasty
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,4,1368,year,Yuan rule collapses in Beijing,"Ming forces took Dadu, ending Mongol rule over China proper.",5,"Beijing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;dynasty
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,5,1370,year,Ming armies expand into the northwest,Early Ming campaigns consolidated control over territories formerly contested by Yuan forces.,3,Northwest China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;war
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,6,1380,year,Hongwu purges Chancellor Hu Weiyong,The purge eliminated the chief chancellorship and concentrated authority in the emperor.,4,"Nanjing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;government
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,7,1382,year,Ming annexes Yunnan,The conquest of Yunnan extended Ming rule into southwestern China.,4,"Yunnan, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;expansion
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,8,1398,year,Hongwu emperor dies,"The dynasty's founder died, triggering a succession crisis.",4,"Nanjing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;emperors
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,9,1402,year,Yongle emperor seizes the throne,Zhu Di won the Jingnan civil war and took power as the Yongle emperor.,5,"Nanjing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;emperors
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,10,1405,year,Zheng He's first voyage departs,The Ming court launched the first of the great treasure voyages across the Indian Ocean.,5,"Nanjing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;maritime
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,11,1406,year,Forbidden City construction begins,The Yongle emperor began building the new imperial palace complex in Beijing.,4,"Beijing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;architecture
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,12,1421,year,Capital is formally moved to Beijing,The Ming court made Beijing the principal capital of the empire.,5,"Beijing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;government
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,13,1424,year,Yongle emperor dies,The death of Yongle ended one of the dynasty's most expansive reigns.,4,Inner Mongolia/China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;emperors
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,14,1433,year,Zheng He's final voyage returns,The last of the great maritime expeditions marked the end of Ming blue-water expansion.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;maritime
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,15,1449,year,Tumu Crisis shakes the dynasty,"Mongol forces captured the Zhengtong emperor, exposing military weaknesses.",5,"Near Huailai, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;war
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,16,1450,year,Jingtai era begins imperial recovery,The court stabilized rule after the Tumu Crisis under a new emperor.,3,"Beijing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;government
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,17,1557,year,Portuguese gain a base at Macau,Macau became a durable point of European commercial presence under Ming rule.,4,"Macau, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;trade
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,18,1567,year,Maritime trade restrictions are eased,The Longqing emperor's government relaxed the sea ban and expanded legal trade.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;trade
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,19,1572,year,Wanli emperor begins his reign,Wanli's long reign would include both military success and later court paralysis.,4,"Beijing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;emperors
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,20,1582,year,Matteo Ricci enters China mission work,Jesuit activity expanded cultural and scientific exchange between China and Europe.,3,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;religion
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,21,1616,year,Nurhaci founds Later Jin,The new Manchu state emerged as the gravest external threat to the late Ming.,5,Manchuria,,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;war
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,22,1620,year,Wanli emperor dies,The end of Wanli's reign left deep fiscal and political problems unresolved.,4,"Beijing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;emperors
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,23,1626,year,Nurhaci dies after gains against Ming,The Manchu challenge continued under Hong Taiji after Nurhaci's campaigns.,3,Manchuria,,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;war
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,24,1644,year,Beijing falls to Li Zicheng,Rebel forces seized the capital as the Ming court collapsed.,5,"Beijing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;rebellion
Timeline of the Ming Dynasty,ming-dynasty,"Major political, military, cultural, and economic events of China's Ming dynasty from its foundation to its fall.",history,25,1644,year,Qing forces enter Beijing,"With the Manchus' entry into Beijing, Ming rule in China proper effectively ended.",5,"Beijing, China",,Encyclopaedia Britannica,https://www.britannica.com/topic/Ming-dynasty-Chinese-history,0.96,china;dynasty
Timeline of Ancient Egypt,ancient-egypt,"Major dynastic, political, religious, and military turning points in the history of ancient Egypt from unification to Roman rule.",history,1,c. 3000 BCE,approximate,Upper and Lower Egypt are unified,The unification traditionally associated with Narmer or Menes created the early Egyptian state.,5,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/place/ancient-Egypt,0.96,ancient-egypt;state-formation
