timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,1,1400,year,Milestone 1,Verified milestone 1 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,2,1401,year,Milestone 2,Verified milestone 2 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,3,1402,year,Milestone 3,Verified milestone 3 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,4,1403,year,Milestone 4,Verified milestone 4 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,5,1404,year,Milestone 5,Verified milestone 5 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,6,1405,year,Milestone 6,Verified milestone 6 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,7,1406,year,Milestone 7,Verified milestone 7 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,8,1407,year,Milestone 8,Verified milestone 8 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,9,1408,year,Milestone 9,Verified milestone 9 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,10,1409,year,Milestone 10,Verified milestone 10 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,11,1410,year,Milestone 11,Verified milestone 11 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
Timeline of the Age of Discovery,age-of-discovery,Production timeline for timeline of the age of discovery.,history,12,1411,year,Milestone 12,Verified milestone 12 in the history of timeline of the age of discovery.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Age-of-Discovery,0.95,exploration;empire;trade
