timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,1,1886,year,Pemberton creates Coca-Cola,John S. Pemberton formulated the original Coca-Cola syrup in Atlanta.,5,Atlanta,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,2,1886,year,First servings sold at Jacobs' Pharmacy,The new drink reached the public through soda-fountain sales.,4,Atlanta,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,3,1887,year,Asa Candler begins acquiring rights,Candler moved to gain control of the product and brand.,4,Atlanta,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,4,1888,year,Pemberton dies,The creator's death left control of the business to others.,3,Atlanta,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,5,1892,year,The Coca-Cola Company incorporated,Candler formally organized the business into a corporation.,5,Georgia,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,6,1893,year,Coca-Cola trademark registered,The brand secured U.S. trademark protection.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,7,1894,year,First bottling of Coca-Cola begins,The drink started moving beyond soda fountains into bottles.,4,Mississippi,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,8,1899,year,National bottling franchise rights granted,Bottling expansion accelerated national distribution.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,9,1903,year,Cocaine removed from formula,The company eliminated cocaine from the beverage formula.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,10,1915,year,Contour bottle introduced,The distinctive bottle became one of the brand's defining symbols.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,11,1919,year,Company sold to investor group,Ownership shifted in a major corporate transaction.,3,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,12,1923,year,Robert W. Woodruff becomes president,A new leadership era began with aggressive expansion.,5,Atlanta,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,13,1928,year,Olympic sponsorship era begins,Coca-Cola linked itself to global sport on a major stage.,4,Amsterdam,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,14,1941,year,World War II bottling commitment announced,The company pledged affordable Coke to U.S. service members worldwide.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,15,1945,year,Coke name becomes registered trademark,The shortened brand identity gained formal legal protection.,3,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
Timeline of Coca-Cola,coca-cola,"Major corporate, product, and global expansion milestones in the history of Coca-Cola.",business,16,1960,year,Minute Maid acquired,The company broadened beyond cola into other beverages.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/The-Coca-Cola-Company,0.95,business;beverages;branding
