timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of World War II Global Conflict,world-war-ii-global-conflict,Major military and political events of World War II from the invasion of Poland to Japan's surrender.,war,1,1939-09-01,day,Germany invades Poland,"German forces invade Poland, triggering the European phase of World War II.",5,Poland,,Encyclopaedia Britannica,https://www.britannica.com/topic/Timeline-of-World-War-II#event-1,0.98,war;world-war;germany
Timeline of World War II Global Conflict,world-war-ii-global-conflict,Major military and political events of World War II from the invasion of Poland to Japan's surrender.,war,2,1939-09-03,day,Britain and France declare war,Britain and France declare war on Germany after the invasion of Poland.,5,London and Paris,,Encyclopaedia Britannica,https://www.britannica.com/topic/Timeline-of-World-War-II#event-2,0.98,war;allies;diplomacy
Timeline of World War II Global Conflict,world-war-ii-global-conflict,Major military and political events of World War II from the invasion of Poland to Japan's surrender.,war,3,1940-04-09,day,Germany invades Denmark and Norway,Operation Weserübung extends the war into Scandinavia as Germany occupies Denmark and attacks Norway.,4,Denmark and Norway,,Encyclopaedia Britannica,https://www.britannica.com/topic/Timeline-of-World-War-II#event-3,0.98,war;europe;germany
Timeline of World War II Global Conflict,world-war-ii-global-conflict,Major military and political events of World War II from the invasion of Poland to Japan's surrender.,war,4,1940-05-10,day,Germany attacks in the West,"German forces invade Belgium, the Netherlands, and Luxembourg and begin the offensive against France.",5,Western Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/Timeline-of-World-War-II#event-4,0.98,war;europe;blitzkrieg
Timeline of World War II Global Conflict,world-war-ii-global-conflict,Major military and political events of World War II from the invasion of Poland to Japan's surrender.,war,5,1940-05-26,day,Dunkirk evacuation begins,Operation Dynamo begins the evacuation of Allied troops from Dunkirk.,4,"Dunkirk, France",,Encyclopaedia Britannica,https://www.britannica.com/topic/Timeline-of-World-War-II#event-5,0.98,war;allies;evacuation
Timeline of World War II Global Conflict,world-war-ii-global-conflict,Major military and political events of World War II from the invasion of Poland to Japan's surrender.,war,6,1940-06-14,day,Paris falls to German forces,German troops enter Paris as the French military collapse accelerates.,4,"Paris, France",,Encyclopaedia Britannica,https://www.britannica.com/topic/Timeline-of-World-War-II#event-6,0.98,war;france;germany
Timeline of World War II Global Conflict,world-war-ii-global-conflict,Major military and political events of World War II from the invasion of Poland to Japan's surrender.,war,7,1940-06-22,day,France signs armistice,"France signs an armistice with Germany, leading to occupation and the Vichy regime.",5,"Compiègne, France",,Encyclopaedia Britannica,https://www.britannica.com/topic/Timeline-of-World-War-II#event-7,0.98,war;france;occupation
Timeline of World War II Global Conflict,world-war-ii-global-conflict,Major military and political events of World War II from the invasion of Poland to Japan's surrender.,war,8,1940-07,month,Battle of Britain begins,Germany launches an air campaign against Britain in an attempt to gain air superiority.,5,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/topic/Timeline-of-World-War-II#event-8,0.98,war;air-war;britain
Timeline of World War II Global Conflict,world-war-ii-global-conflict,Major military and political events of World War II from the invasion of Poland to Japan's surrender.,war,9,1941-06-22,day,Operation Barbarossa begins,"Germany invades the Soviet Union, opening the war's largest land front.",5,Eastern Front,,Encyclopaedia Britannica,https://www.britannica.com/topic/Timeline-of-World-War-II#event-9,0.98,war;eastern-front;germany
Timeline of World War II Global Conflict,world-war-ii-global-conflict,Major military and political events of World War II from the invasion of Poland to Japan's surrender.,war,10,1941-12-07,day,Japan attacks Pearl Harbor,"Japan attacks the U.S. Pacific Fleet at Pearl Harbor, bringing the United States into the war.",5,"Pearl Harbor, Hawaii, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Timeline-of-World-War-II#event-10,0.98,war;pacific;united-states
