timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Salt,salt,"A global history of salt as mineral, preservative, tax base, trade good, political flashpoint, and everyday seasoning.",history,1,c. 3000 BCE,approximate,Early salt extraction begins at Poiana Slatinei,"By the 3rd millennium BCE, salt extraction at Poiana Slatinei illustrates some of Europe's earliest known production.",4,"Poiana Slatinei, Romania",,Britannica,https://www.britannica.com/science/salt,0.86,trade;food
Timeline of Salt,salt,"A global history of salt as mineral, preservative, tax base, trade good, political flashpoint, and everyday seasoning.",history,2,c. 2800 BCE,approximate,Salt production appears at Solnitsata,"By the late 3rd millennium BCE, the settlement of Solnitsata was thriving around salt making and exchange.",4,"Provadia, Bulgaria",,Britannica,https://www.britannica.com/science/salt,0.86,trade;settlement
Timeline of Salt,salt,"A global history of salt as mineral, preservative, tax base, trade good, political flashpoint, and everyday seasoning.",history,3,c. 3000 BCE,approximate,Egyptians use salt in preservation and ritual,Salt became central to preserving food and to mummification practices in ancient Egypt.,4,Ancient Egypt,,Britannica,https://www.britannica.com/science/salt,0.86,religion;food
Timeline of Salt,salt,"A global history of salt as mineral, preservative, tax base, trade good, political flashpoint, and everyday seasoning.",history,4,c. 2000 BCE,approximate,Chinese states organize salt production,Salt wells and evaporation techniques in ancient China supported one of the earliest state-linked salt industries.,4,Ancient China,,Britannica,https://www.britannica.com/science/salt,0.86,china;trade
Timeline of Salt,salt,"A global history of salt as mineral, preservative, tax base, trade good, political flashpoint, and everyday seasoning.",history,5,c. 800 BCE,approximate,Trans-Saharan salt trade expands,Salt moved across Sahara caravan routes and became a strategic commodity in West African exchange networks.,5,Sahara,,Britannica,https://www.britannica.com/science/salt,0.86,trade;africa
Timeline of Salt,salt,"A global history of salt as mineral, preservative, tax base, trade good, political flashpoint, and everyday seasoning.",history,6,c. 6th century BCE,approximate,Salted foods spread through Mediterranean trade,Growing exchange around the Mediterranean made salt curing a foundational preservation technology.,3,Mediterranean,,Britannica,https://www.britannica.com/science/salt,0.86,food;trade
Timeline of Salt,salt,"A global history of salt as mineral, preservative, tax base, trade good, political flashpoint, and everyday seasoning.",history,7,c. 5th century BCE,approximate,Greek and Phoenician merchants trade salt widely,Classical maritime trade helped make salt a routine commercial staple around the eastern Mediterranean.,3,Eastern Mediterranean,,Britannica,https://www.britannica.com/science/salt,0.86,trade;mediterranean
Timeline of Salt,salt,"A global history of salt as mineral, preservative, tax base, trade good, political flashpoint, and everyday seasoning.",history,8,3rd century BCE,approximate,Roman salt routes gain importance,The later Via Salaria became emblematic of Rome's dependence on salt supply and distribution.,4,Roman Republic,,Britannica,https://www.britannica.com/science/salt,0.86,rome;trade
Timeline of Salt,salt,"A global history of salt as mineral, preservative, tax base, trade good, political flashpoint, and everyday seasoning.",history,9,1st century BCE,approximate,Salt currency traditions persist in Africa and Asia,In several regions salt continued to function as a medium of exchange as well as a dietary necessity.,4,Africa and Asia,,Britannica,https://www.britannica.com/science/salt,0.86,finance;trade
Timeline of Salt,salt,"A global history of salt as mineral, preservative, tax base, trade good, political flashpoint, and everyday seasoning.",history,10,8th century,approximate,Moorish and Sahelian salt routes intensify,Caravan trade linked Saharan mines to the rising commercial cities of West Africa.,4,West Africa,,Britannica,https://www.britannica.com/science/salt,0.86,africa;trade
Timeline of Salt,salt,"A global history of salt as mineral, preservative, tax base, trade good, political flashpoint, and everyday seasoning.",history,11,1076,year,Wang Anshi strengthens the Chinese salt monopoly,"Song fiscal reforms leaned heavily on state revenue from salt, underscoring its role in imperial finance.",5,Song China,,Britannica,https://www.britannica.com/science/salt,0.86,china;finance
