timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,1,2012-02-26,day,Trayvon Martin is killed,"The killing of Trayvon Martin in Sanford, Florida, became the catalyst for the movement that would later take the name Black Lives Matter.",5,"Sanford, Florida, United States",,Howard University School of Law,https://library.law.howard.edu/civilrightshistory/BLM,0.93,activism;race;policing
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,2,2013-07-13,day,George Zimmerman is acquitted,Zimmerman's acquittal in the shooting death of Trayvon Martin triggered grief and anger that helped spark a new wave of Black-led activism.,5,"Sanford, Florida, United States",,Howard University School of Law,https://library.law.howard.edu/civilrightshistory/BLM,0.93,activism;race;justice
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,3,2013-07-13,day,#BlackLivesMatter is coined,"Alicia Garza, Patrisse Cullors, and Opal Tometi launched the #BlackLivesMatter call, giving the movement its enduring name and organizing frame.",5,United States,,Black Lives Matter,https://blacklivesmatter.com/our-history/,0.92,activism;race;social-movements
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,4,2014-07-17,day,Eric Garner dies after police arrest,"Garner's death in Staten Island, captured on video, intensified national scrutiny of police violence and accountability.",5,"New York City, New York, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Black-Lives-Matter,0.95,activism;policing;justice
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,5,2014-08-09,day,Michael Brown is killed in Ferguson,Brown's killing by police in Ferguson led to sustained protests and turned Black Lives Matter into a national protest movement.,5,"Ferguson, Missouri, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Black-Lives-Matter,0.95,activism;policing;protest
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,6,2014-08,month,Freedom Ride to Ferguson mobilizes activists,"Activists traveled to Ferguson from across the United States, helping transform local protest into a coordinated national movement.",4,"Ferguson, Missouri, United States",,Black Lives Matter,https://blacklivesmatter.com/our-history/,0.92,activism;protest;social-movements
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,7,2014-11-24,day,Grand jury declines to indict Darren Wilson,The decision not to indict officer Darren Wilson in Brown's death triggered renewed protests in Ferguson and beyond.,5,"St. Louis County, Missouri, United States",,Howard University School of Law,https://library.law.howard.edu/civilrightshistory/BLM,0.93,activism;justice;policing
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,8,2014-12-03,day,Grand jury declines charges in Eric Garner case,The Staten Island grand jury's decision in the Garner case intensified protests over policing and racial injustice.,5,"New York City, New York, United States",,Howard University School of Law,https://library.law.howard.edu/civilrightshistory/BLM,0.93,activism;justice;policing
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,9,2014-12-13,day,Millions March protests fill U.S. cities,Mass demonstrations in New York and other cities showed the movement's ability to mobilize large national protests.,4,United States,,Howard University School of Law,https://library.law.howard.edu/civilrightshistory/BLM,0.93,activism;protest;social-movements
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,10,2015-04,month,Freddie Gray protests erupt in Baltimore,"Gray's death after a police arrest led to protests and unrest in Baltimore, further widening national debate over police violence.",4,"Baltimore, Maryland, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Black-Lives-Matter,0.95,activism;policing;protest
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,11,2015-07-13,day,Sandra Bland is found dead in jail,Bland's death after a traffic-stop arrest became another major focal point for Black Lives Matter activism.,4,"Waller County, Texas, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Black-Lives-Matter,0.95,activism;justice;policing
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,12,2016-07-05,day,Alton Sterling is killed by police,Sterling's killing in Baton Rouge reignited national protests and renewed focus on police use of force.,4,"Baton Rouge, Louisiana, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Black-Lives-Matter,0.95,activism;policing;protest
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,13,2016-07-06,day,Philando Castile is killed during traffic stop,"Castile's death, streamed live on social media aftermath, became one of the most widely discussed police killings of the decade.",5,"Falcon Heights, Minnesota, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Black-Lives-Matter,0.95,activism;policing;justice
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,14,2016-08-26,day,Colin Kaepernick kneels during the national anthem,Kaepernick's protest brought Black Lives Matter themes into professional sports and widened the cultural reach of the movement.,4,"Santa Clara, California, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Black-Lives-Matter,0.95,activism;sports;race
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,15,2020-02-23,day,Ahmaud Arbery is killed,Arbery's killing in Georgia became part of the wider 2020 mobilization against racial violence.,4,"Brunswick, Georgia, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Black-Lives-Matter/Subsequent-protests-George-Floyd-Ahmaud-Arbery-and-Breonna-Taylor,0.95,activism;race;justice
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,16,2020-03-13,day,Breonna Taylor is killed in a police raid,Taylor's death in Louisville became one of the defining cases of the 2020 protest wave.,5,"Louisville, Kentucky, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Black-Lives-Matter/Subsequent-protests-George-Floyd-Ahmaud-Arbery-and-Breonna-Taylor,0.95,activism;policing;justice
Timeline of the Black Lives Matter Movement,black-lives-matter-movement,"Major milestones in the Black Lives Matter movement, from its origin after the killing of Trayvon Martin to the global protests and legal aftermath of the George Floyd case.",society,17,2020-05-25,day,George Floyd is killed in Minneapolis,Video of Floyd's killing by police set off the largest protests associated with Black Lives Matter in the United States and abroad.,5,"Minneapolis, Minnesota, United States",,Encyclopaedia Britannica,https://www.britannica.com/topic/Black-Lives-Matter/Subsequent-protests-George-Floyd-Ahmaud-Arbery-and-Breonna-Taylor,0.95,activism;policing;protest
