timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,1,522 BCE,year,Gaumata claims throne,Gaumata impersonates Bardiya in Persia.,4,Persia,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,2,813,year,False Constantine appears,A pretender claims Byzantine imperial identity.,3,Byzantine Empire,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,3,1487,year,Lambert Simnel crowned,Simnel is crowned in Dublin.,5,Ireland,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,4,1491,year,Perkin Warbeck emerges,Warbeck claims Yorkist identity.,5,Flanders,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,5,1604,year,False Dmitry I advances,Pretender gains Russian support.,5,Russia,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,6,1607,year,False Dmitry II appears,A second pretender emerges.,4,Russia,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,7,1704,year,Psalmanazar claims Formosa,He invents a false identity.,4,England,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,8,1817,year,Princess Caraboo arrives,Mary Baker poses as royalty.,4,England,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,9,1828,year,Kaspar Hauser appears,A youth claims noble origins.,4,Germany,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,10,1857,year,Tichborne claimant begins case,Arthur Orton claims inheritance.,5,England,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,11,1920,year,Anna Anderson claim begins,She claims Romanov identity.,5,Germany,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,12,1943,year,Operation Mincemeat deployed,False identity aids deception.,4,Spain,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,13,1983,year,Hitler diaries exposed,Forged diaries collapse.,5,Germany,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,14,1993,year,Frédéric Bourdin starts impersonations,Serial imposture gains attention.,4,France,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,15,1997,year,Martin Guerre revived in media,Historic imposture returns to debate.,2,France,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,16,2004,year,Spanish survivor fraud exposed,False terror survivor claims end.,3,Spain,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,17,2011,year,Beltracchi case sentenced,Art forgery sentence lands.,4,Germany,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,18,2013,year,Fake Mandela interpreter exposed,Interpreter identity questioned.,3,South Africa,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,19,2015,year,Fake Rockefeller arrested,Identity fraud reaches court.,3,United States,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Great Impostors,great-impostors,Major historical impostors and identity frauds.,society,20,2023,year,Fake heiress stories persist,Modern imposture remains popular.,2,Global,,Britannica,https://www.britannica.com/topic/impostor,0.9,identity;fraud
Timeline of Famous Hoaxes,famous-hoaxes,Major public hoaxes and deceptions.,culture,1,1726,year,Mary Toft rabbit hoax,False rabbit births fool doctors.,4,England,,Britannica,https://www.britannica.com/topic/hoax,0.9,hoax;media
Timeline of Famous Hoaxes,famous-hoaxes,Major public hoaxes and deceptions.,culture,2,1835,year,Great Moon Hoax published,Lunar life stories spread.,5,United States,,Britannica,https://www.britannica.com/topic/hoax,0.9,hoax;media
Timeline of Famous Hoaxes,famous-hoaxes,Major public hoaxes and deceptions.,culture,3,1844,year,Poe balloon hoax printed,A fake flight is reported.,4,United States,,Britannica,https://www.britannica.com/topic/hoax,0.9,hoax;media
Timeline of Famous Hoaxes,famous-hoaxes,Major public hoaxes and deceptions.,culture,4,1869,year,Cardiff Giant displayed,A carved giant fools crowds.,5,United States,,Britannica,https://www.britannica.com/topic/hoax,0.9,hoax;media
Timeline of Famous Hoaxes,famous-hoaxes,Major public hoaxes and deceptions.,culture,5,1912,year,Piltdown Man announced,Forged fossil misleads science.,5,England,,Britannica,https://www.britannica.com/topic/hoax,0.9,hoax;media
Timeline of Famous Hoaxes,famous-hoaxes,Major public hoaxes and deceptions.,culture,6,1938,year,War of the Worlds airs,Broadcast sparks panic reports.,5,United States,,Britannica,https://www.britannica.com/topic/hoax,0.9,hoax;media
Timeline of Famous Hoaxes,famous-hoaxes,Major public hoaxes and deceptions.,culture,7,1957,year,Spaghetti tree shown,BBC airs famous prank.,4,United Kingdom,,Britannica,https://www.britannica.com/topic/hoax,0.9,hoax;media
