timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Arabic Literature,arabic-literature,Major milestones in the development of Arabic literature from pre-Islamic poetry to contemporary global recognition.,literature,1,6th century CE,approximate,Muallaqat poetry enters the classical canon,"Pre-Islamic qaṣīdah poetry later associated with the Muallaqat establishes enduring models of Arabic eloquence, memory, and tribal praise.",5,Arabian Peninsula,,Encyclopaedia Britannica,https://www.britannica.com/art/Arabic-literature,0.97,literature;poetry;arabic
Timeline of Arabic Literature,arabic-literature,Major milestones in the development of Arabic literature from pre-Islamic poetry to contemporary global recognition.,literature,2,610,year,Quranic revelation begins,The beginning of Quranic revelation gives Arabic prose and style a foundational sacred text that profoundly shapes later literary language and criticism.,5,Mecca,,Encyclopaedia Britannica,https://www.britannica.com/art/Arabic-literature/The-Qur-an,0.98,religion;literature;arabic
Timeline of Arabic Literature,arabic-literature,Major milestones in the development of Arabic literature from pre-Islamic poetry to contemporary global recognition.,literature,3,661,year,Umayyad caliphate expands Arabic court culture,The Umayyad state helps spread Arabic as an administrative and literary language across a rapidly enlarging empire.,4,Damascus,,Encyclopaedia Britannica,https://www.britannica.com/art/Arabic-literature,0.96,empire;language;arabic
Timeline of Arabic Literature,arabic-literature,Major milestones in the development of Arabic literature from pre-Islamic poetry to contemporary global recognition.,literature,4,750,year,Abbasid revolution ushers in a literary flowering,"The Abbasid takeover creates new courtly and urban conditions for adab prose, criticism, and poetic experimentation.",5,Iraq,,Encyclopaedia Britannica,https://www.britannica.com/art/Arabic-literature,0.97,literature;caliphate;arabic
Timeline of Arabic Literature,arabic-literature,Major milestones in the development of Arabic literature from pre-Islamic poetry to contemporary global recognition.,literature,5,c. 757,approximate,Ibn al-Muqaffa translates Kalila wa Dimna into Arabic,The Arabic version of Kalila wa Dimna becomes a landmark of prose style and a major conduit for translated narrative literature.,5,Basra,,Encyclopaedia Britannica,https://www.britannica.com/biography/Ibn-al-Muqaffa,0.96,translation;prose;arabic
Timeline of Arabic Literature,arabic-literature,Major milestones in the development of Arabic literature from pre-Islamic poetry to contemporary global recognition.,literature,6,786,year,Harun al-Rashid begins his reign,"The caliphate of Harun al-Rashid becomes emblematic of Baghdad’s prestige as a center of patronage, storytelling, and learned culture.",4,Baghdad,,Encyclopaedia Britannica,https://www.britannica.com/biography/Harun-al-Rashid-Abbasid-caliph,0.95,caliphate;literature;baghdad
Timeline of Arabic Literature,arabic-literature,Major milestones in the development of Arabic literature from pre-Islamic poetry to contemporary global recognition.,literature,7,c. 850,approximate,Al-Jahiz defines Abbasid prose literature,"Works by al-Jahiz, including major essays and adab collections, help establish a flexible Arabic prose tradition of wit, observation, and argument.",5,Basra,,Encyclopaedia Britannica,https://www.britannica.com/biography/al-Jahiz,0.97,prose;adab;arabic
Timeline of Arabic Literature,arabic-literature,Major milestones in the development of Arabic literature from pre-Islamic poetry to contemporary global recognition.,literature,8,c. 950,approximate,Al-Mutanabbi reaches the height of his poetic career,Al-Mutanabbi’s panegyric and self-fashioning verse make him one of the most influential poets in the Arabic canon.,5,Aleppo,,Encyclopaedia Britannica,https://www.britannica.com/biography/al-Mutanabbi,0.97,poetry;canon;arabic
Timeline of Arabic Literature,arabic-literature,Major milestones in the development of Arabic literature from pre-Islamic poetry to contemporary global recognition.,literature,9,c. 1000,approximate,The maqamat genre emerges as a major prose form,"Badi al-Zaman al-Hamadhani’s maqamat popularize a sophisticated episodic form built on rhetoric, narration, and linguistic display.",4,Persia,,Encyclopaedia Britannica,https://www.britannica.com/biography/Badi-al-Zaman-al-Hamadhani,0.95,prose;narrative;arabic
Timeline of Arabic Literature,arabic-literature,Major milestones in the development of Arabic literature from pre-Islamic poetry to contemporary global recognition.,literature,10,1258,year,The sack of Baghdad devastates literary institutions,The Mongol capture of Baghdad destroys a major center of manuscript culture and marks a turning point in eastern Arabic literary life.,5,Baghdad,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Baghdad-1258,0.96,war;manuscripts;baghdad
Timeline of Arabic Literature,arabic-literature,Major milestones in the development of Arabic literature from pre-Islamic poetry to contemporary global recognition.,literature,11,1377,year,Ibn Khaldun completes the Muqaddimah,"Ibn Khaldun’s Muqaddimah becomes a foundational work of historiography, social analysis, and Arabic prose.",5,North Africa,,Encyclopaedia Britannica,https://www.britannica.com/biography/Ibn-Khaldun,0.98,historiography;prose;arabic
