timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of NASA,nasa,"Major milestones in the history of the U.S. National Aeronautics and Space Administration, from its creation in 1958 through its major human spaceflight, planetary, and commercial-era achievements.",science,1,1958-07-29,day,National Aeronautics and Space Act signed,U.S. President Dwight D. Eisenhower signs the act creating NASA and establishing a civilian national space agency.,5,"Washington, D.C., United States",,NASA,https://www.nasa.gov/specials/timeline/,0.99,space;science;united-states
Timeline of NASA,nasa,"Major milestones in the history of the U.S. National Aeronautics and Space Administration, from its creation in 1958 through its major human spaceflight, planetary, and commercial-era achievements.",science,2,1958-10-01,day,NASA begins operations,"NASA formally starts operations, absorbing NACA and several military and civilian research programs.",5,United States,,NASA,https://www.nasa.gov/history/,0.99,space;science;united-states
Timeline of NASA,nasa,"Major milestones in the history of the U.S. National Aeronautics and Space Administration, from its creation in 1958 through its major human spaceflight, planetary, and commercial-era achievements.",science,3,1959-04-09,day,Mercury Seven introduced,"NASA presents the seven astronauts selected for Project Mercury, its first human spaceflight program.",4,"Washington, D.C., United States",,NASA,https://www.nasa.gov/history/,0.99,space;astronauts;united-states
Timeline of NASA,nasa,"Major milestones in the history of the U.S. National Aeronautics and Space Administration, from its creation in 1958 through its major human spaceflight, planetary, and commercial-era achievements.",science,4,1961-05-05,day,Alan Shepard makes first American spaceflight,"Freedom 7 carries Alan Shepard on a suborbital mission, making him the first American in space.",5,"Cape Canaveral, Florida, United States",,NASA,https://www.nasa.gov/specials/timeline/,0.99,space;astronauts;united-states
Timeline of NASA,nasa,"Major milestones in the history of the U.S. National Aeronautics and Space Administration, from its creation in 1958 through its major human spaceflight, planetary, and commercial-era achievements.",science,5,1961-05-25,day,Moon goal announced,President John F. Kennedy asks Congress to support landing a man on the Moon and returning him safely to Earth before the decade ends.,5,"Washington, D.C., United States",,NASA,https://www.nasa.gov/history/,0.99,space;apollo;united-states
Timeline of NASA,nasa,"Major milestones in the history of the U.S. National Aeronautics and Space Administration, from its creation in 1958 through its major human spaceflight, planetary, and commercial-era achievements.",science,6,1962-02-20,day,John Glenn orbits Earth,Friendship 7 makes John Glenn the first American to orbit Earth.,5,"Cape Canaveral, Florida, United States",,NASA,https://www.nasa.gov/specials/timeline/,0.99,space;astronauts;united-states
Timeline of NASA,nasa,"Major milestones in the history of the U.S. National Aeronautics and Space Administration, from its creation in 1958 through its major human spaceflight, planetary, and commercial-era achievements.",science,7,1965-03-23,day,Gemini 3 launches,"Gemini 3 becomes the first crewed mission of the Gemini program, which tested techniques needed for Apollo.",4,"Cape Kennedy, Florida, United States",,NASA,https://www.nasa.gov/history/,0.99,space;apollo;technology
Timeline of NASA,nasa,"Major milestones in the history of the U.S. National Aeronautics and Space Administration, from its creation in 1958 through its major human spaceflight, planetary, and commercial-era achievements.",science,8,1966-08-10,day,Lunar Orbiter 1 photographs Earth from lunar orbit,NASA's Lunar Orbiter 1 returns the first photograph of Earth seen from the vicinity of the Moon.,3,Moon orbit,,NASA,https://www.nasa.gov/history/,0.99,space;moon;science
Timeline of NASA,nasa,"Major milestones in the history of the U.S. National Aeronautics and Space Administration, from its creation in 1958 through its major human spaceflight, planetary, and commercial-era achievements.",science,9,1967-01-27,day,Apollo 1 fire,"A cabin fire during a ground test kills astronauts Gus Grissom, Ed White, and Roger Chaffee, forcing major safety changes.",5,"Cape Kennedy, Florida, United States",,NASA,https://www.nasa.gov/history/,0.99,space;apollo;disaster
Timeline of NASA,nasa,"Major milestones in the history of the U.S. National Aeronautics and Space Administration, from its creation in 1958 through its major human spaceflight, planetary, and commercial-era achievements.",science,10,1968-12-24,day,Apollo 8 circles the Moon,Apollo 8 becomes the first crewed mission to orbit the Moon.,5,Moon orbit,,NASA,https://www.nasa.gov/specials/timeline/,0.99,space;apollo;moon
