timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Ancient Egypt,timeline-of-ancient-egypt,"Major political, cultural, and imperial milestones in ancient Egyptian history from state formation to the Roman annexation.",history,1,c. 3100 BCE,approximate,Unification of Upper and Lower Egypt,Narmer is traditionally associated with the political unification of Upper and Lower Egypt and the founding of the 1st dynasty.,5,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/place/ancient-Egypt,0.95,egypt;state-formation
Timeline of Ancient Egypt,timeline-of-ancient-egypt,"Major political, cultural, and imperial milestones in ancient Egyptian history from state formation to the Roman annexation.",history,2,c. 3000 BCE,approximate,Hieroglyphic writing emerges,"Hieroglyphic writing becomes established as an essential instrument of royal administration, religion, and monumental display.",4,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/place/ancient-Egypt,0.95,egypt;writing
Timeline of Ancient Egypt,timeline-of-ancient-egypt,"Major political, cultural, and imperial milestones in ancient Egyptian history from state formation to the Roman annexation.",history,3,c. 2667 BCE,approximate,Beginning of the Old Kingdom,"The 3rd dynasty inaugurates the Old Kingdom, a period of strong centralized rule and monumental building.",4,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/place/ancient-Egypt,0.95,egypt;dynasty
Timeline of Ancient Egypt,timeline-of-ancient-egypt,"Major political, cultural, and imperial milestones in ancient Egyptian history from state formation to the Roman annexation.",history,4,c. 2630 BCE,approximate,Step Pyramid built at Saqqara,"Djoser's Step Pyramid, designed for the king's burial complex, marks a major advance in monumental stone architecture.",5,"Saqqara, Egypt",,Encyclopaedia Britannica,https://www.britannica.com/place/ancient-Egypt,0.95,egypt;architecture
Timeline of Ancient Egypt,timeline-of-ancient-egypt,"Major political, cultural, and imperial milestones in ancient Egyptian history from state formation to the Roman annexation.",history,5,c. 2550 BCE,approximate,Great Pyramid of Khufu completed,The Great Pyramid at Giza is constructed as the tomb of Khufu and becomes the most famous monument of ancient Egypt.,5,"Giza, Egypt",,Encyclopaedia Britannica,https://www.britannica.com/place/ancient-Egypt,0.95,egypt;architecture
Timeline of Ancient Egypt,timeline-of-ancient-egypt,"Major political, cultural, and imperial milestones in ancient Egyptian history from state formation to the Roman annexation.",history,6,c. 2490 BCE,approximate,Great Sphinx carved at Giza,The Great Sphinx is created during the pyramid age and becomes one of the most recognizable images of ancient Egypt.,4,"Giza, Egypt",,Encyclopaedia Britannica,https://www.britannica.com/place/ancient-Egypt,0.95,egypt;monument
Timeline of Ancient Egypt,timeline-of-ancient-egypt,"Major political, cultural, and imperial milestones in ancient Egyptian history from state formation to the Roman annexation.",history,7,c. 2181 BCE,approximate,Old Kingdom collapses,"Royal authority fragments, beginning the First Intermediate Period of regional competition and instability.",4,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/place/ancient-Egypt,0.95,egypt;politics
Timeline of Ancient Egypt,timeline-of-ancient-egypt,"Major political, cultural, and imperial milestones in ancient Egyptian history from state formation to the Roman annexation.",history,8,c. 2055 BCE,approximate,Middle Kingdom reunification,Mentuhotep II restores political unity and launches the Middle Kingdom after the First Intermediate Period.,5,"Thebes, Egypt",,Encyclopaedia Britannica,https://www.britannica.com/place/ancient-Egypt,0.95,egypt;state-formation
Timeline of Ancient Egypt,timeline-of-ancient-egypt,"Major political, cultural, and imperial milestones in ancient Egyptian history from state formation to the Roman annexation.",history,9,c. 1900 BCE,approximate,Faiyum development expands,Middle Kingdom rulers intensify irrigation and agricultural development in the Faiyum region.,3,"Faiyum, Egypt",,Encyclopaedia Britannica,https://www.britannica.com/place/ancient-Egypt,0.95,egypt;economy
Timeline of Ancient Egypt,timeline-of-ancient-egypt,"Major political, cultural, and imperial milestones in ancient Egyptian history from state formation to the Roman annexation.",history,10,c. 1650 BCE,approximate,Hyksos gain control in the Delta,Foreign rulers known as the Hyksos establish power in northern Egypt during the Second Intermediate Period.,4,"Nile Delta, Egypt",,Encyclopaedia Britannica,https://www.britannica.com/place/ancient-Egypt,0.95,egypt;war
