timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,1,202 BCE,year,Han dynasty founded,Liu Bang established the Han dynasty after defeating Xiang Yu and became Emperor Gaozu.,5,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,2,196 BCE,year,Han Xin executed,The execution of Han Xin removed a powerful early Han military leader and potential rival.,3,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,3,195 BCE,year,Emperor Gaozu dies,The death of Gaozu opened a period of regency and court struggle under the early Han.,4,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,4,188 BCE,year,Empress Lü dominates court,Empress Lü consolidated power during the minority of young emperors.,4,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,5,180 BCE,year,Empress Lü dies,The Lü clan was overthrown and imperial authority was restored to the Liu family.,4,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,6,179 BCE,year,Emperor Wen begins reign,Emperor Wen's accession began a period associated with fiscal restraint and internal stability.,4,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,7,157 BCE,year,Emperor Jing begins reign,The new reign continued consolidation of the dynasty and tensions with regional kings.,3,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,8,154 BCE,year,Rebellion of the Seven States,The Han court crushed a major revolt by regional princes and strengthened central rule.,5,Eastern China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,9,141 BCE,year,Emperor Wu begins reign,Emperor Wu launched an expansive and transformative reign in Han history.,5,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,10,138 BCE,year,Zhang Qian sent west,The court dispatched Zhang Qian on a mission that later informed Silk Road diplomacy.,4,Northwestern China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,11,133 BCE,year,War with the Xiongnu intensifies,The Han state adopted more aggressive frontier operations against the Xiongnu confederation.,4,Northern frontier,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,12,119 BCE,year,Han victory at Mobei,Campaigns deep into the steppe weakened Xiongnu power and improved Han security.,5,Mongolian steppe,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,13,104 BCE,year,Taichu calendar adopted,The court introduced a major calendar reform under Emperor Wu.,3,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,14,91 BCE,year,Witchcraft crisis erupts,A destructive court crisis damaged the position of the crown prince and senior officials.,3,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,15,87 BCE,year,Emperor Wu dies,The death of Emperor Wu ended one of the most consequential reigns of the dynasty.,5,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,16,60 BCE,year,Protectorate of the Western Regions established,The Han court formalized administration over parts of the Tarim Basin.,4,Tarim Basin,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,17,33 BCE,year,Wang Zhaojun leaves for Xiongnu court,Her marriage alliance became a famous symbol of frontier diplomacy.,2,Northern frontier,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,18,9 CE,year,Wang Mang seizes the throne,Wang Mang ended Western Han rule and proclaimed the Xin dynasty.,5,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,19,23,year,Xin dynasty collapses,Rebellion and political breakdown destroyed Wang Mang's regime.,5,Chang'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,20,25,year,Eastern Han established,Liu Xiu restored the Han dynasty as Emperor Guangwu and shifted the capital east to Luoyang.,5,Luoyang,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
Timeline of the Han Dynasty,han-dynasty,"Major political, military, and cultural milestones of the Han Dynasty.",history,21,48,year,Southern Xiongnu submit to Han,A major realignment strengthened Han influence on the northern frontier.,3,Northern frontier,,Encyclopaedia Britannica,https://www.britannica.com/topic/Han-dynasty,0.95,china;dynasty;empire
