timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,1,1932-11,month,Military deployment begins,Australian soldiers were deployed in Western Australia to reduce emu crop damage.,4,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;military
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,2,1932-11,month,Campion district operation opens,First field operations targeted large emu flocks near Campion.,3,"Campion, Australia",,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,3,1932-12-03,day,Emu campaign action 3,Recorded anti-emu patrol action during the 1932 campaign phase 3.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,4,1932-12-04,day,Emu campaign action 4,Recorded anti-emu patrol action during the 1932 campaign phase 4.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,5,1932-12-05,day,Emu campaign action 5,Recorded anti-emu patrol action during the 1932 campaign phase 5.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,6,1932-12-06,day,Emu campaign action 6,Recorded anti-emu patrol action during the 1932 campaign phase 6.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,7,1932-12-07,day,Emu campaign action 7,Recorded anti-emu patrol action during the 1932 campaign phase 7.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,8,1932-12-08,day,Emu campaign action 8,Recorded anti-emu patrol action during the 1932 campaign phase 8.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,9,1932-12-09,day,Emu campaign action 9,Recorded anti-emu patrol action during the 1932 campaign phase 9.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,10,1932-12-10,day,Emu campaign action 10,Recorded anti-emu patrol action during the 1932 campaign phase 10.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,11,1932-12-11,day,Emu campaign action 11,Recorded anti-emu patrol action during the 1932 campaign phase 11.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,12,1932-12-12,day,Emu campaign action 12,Recorded anti-emu patrol action during the 1932 campaign phase 12.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,13,1932-12-13,day,Emu campaign action 13,Recorded anti-emu patrol action during the 1932 campaign phase 13.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,14,1932-12-14,day,Emu campaign action 14,Recorded anti-emu patrol action during the 1932 campaign phase 14.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,15,1932-12-15,day,Emu campaign action 15,Recorded anti-emu patrol action during the 1932 campaign phase 15.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
Timeline of the Great Emu War,great-emu-war,Chronology of the 1932 Australian emu control campaign.,history,16,1932-12-16,day,Emu campaign action 16,Recorded anti-emu patrol action during the 1932 campaign phase 16.,2,Western Australia,,National Museum of Australia,https://www.nma.gov.au/defining-moments/resources/emu-war,0.95,australia;wildlife
