timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Romanov Dynasty,romanov-dynasty,"A timeline of the rise, expansion, reform, and collapse of the Romanov dynasty that ruled Russia from 1613 to 1917.",history,1,1547-02-03,day,Ivan IV marries Anastasia Romanovna,"Ivan IV married Anastasia Romanovna Zakharina-Yureva, linking the future Romanov family to the ruling house of Muscovy.",2,"Moscow, Russia",,Encyclopaedia Britannica,https://www.britannica.com/topic/Romanov-dynasty,0.95,monarchy;dynasty;russia
Timeline of the Romanov Dynasty,romanov-dynasty,"A timeline of the rise, expansion, reform, and collapse of the Romanov dynasty that ruled Russia from 1613 to 1917.",history,2,1584,year,Death of Ivan IV,The death of Ivan IV weakened the political world from which the Romanovs would later emerge as Russia's new ruling dynasty.,2,"Moscow, Russia",,Encyclopaedia Britannica,https://www.britannica.com/topic/Romanov-dynasty,0.95,monarchy;russia;succession
Timeline of the Romanov Dynasty,romanov-dynasty,"A timeline of the rise, expansion, reform, and collapse of the Romanov dynasty that ruled Russia from 1613 to 1917.",history,3,1598,year,End of the Rurik dynasty,"Tsar Fyodor I died without an heir, ending the Rurik line and helping trigger the Time of Troubles.",4,"Moscow, Russia",,Encyclopaedia Britannica,https://www.britannica.com/topic/Romanov-dynasty,0.95,dynasty;russia;succession
Timeline of the Romanov Dynasty,romanov-dynasty,"A timeline of the rise, expansion, reform, and collapse of the Romanov dynasty that ruled Russia from 1613 to 1917.",history,4,1613,year,Michael Romanov is elected tsar,"A national assembly chose Michael Romanov as tsar, founding the Romanov dynasty.",5,"Moscow, Russia",,Encyclopaedia Britannica,https://www.britannica.com/biography/Michael-tsar-of-Russia,0.95,dynasty;monarchy;russia
Timeline of the Romanov Dynasty,romanov-dynasty,"A timeline of the rise, expansion, reform, and collapse of the Romanov dynasty that ruled Russia from 1613 to 1917.",history,5,1645,year,Aleksey succeeds Michael,Tsar Aleksey inherited the throne and consolidated Romanov rule during a long reign.,3,"Moscow, Russia",,Encyclopaedia Britannica,https://www.britannica.com/topic/Romanov-dynasty,0.95,monarchy;russia;succession
Timeline of the Romanov Dynasty,romanov-dynasty,"A timeline of the rise, expansion, reform, and collapse of the Romanov dynasty that ruled Russia from 1613 to 1917.",history,6,1682,year,Peter I becomes co-tsar,"Peter I became co-ruler of Russia, beginning the career of the most transformative Romanov ruler.",4,"Moscow, Russia",,Encyclopaedia Britannica,https://www.britannica.com/biography/Peter-I-emperor-of-Russia,0.95,russia;reform;monarchy
Timeline of the Romanov Dynasty,romanov-dynasty,"A timeline of the rise, expansion, reform, and collapse of the Romanov dynasty that ruled Russia from 1613 to 1917.",history,7,1689,year,Peter I takes power,Peter I displaced the regency of Sophia and assumed effective control of the government.,4,"Moscow, Russia",,Encyclopaedia Britannica,https://www.britannica.com/biography/Peter-I-emperor-of-Russia,0.95,russia;reform;state
Timeline of the Romanov Dynasty,romanov-dynasty,"A timeline of the rise, expansion, reform, and collapse of the Romanov dynasty that ruled Russia from 1613 to 1917.",history,8,1703,year,Saint Petersburg is founded,"Peter I founded Saint Petersburg, which became a symbol of imperial modernization and westward orientation.",4,"Saint Petersburg, Russia",,Encyclopaedia Britannica,https://www.britannica.com/place/St-Petersburg-Russia,0.95,russia;city;empire
Timeline of the Romanov Dynasty,romanov-dynasty,"A timeline of the rise, expansion, reform, and collapse of the Romanov dynasty that ruled Russia from 1613 to 1917.",history,9,1721,year,Russia becomes an empire,"After victory in the Great Northern War, Peter proclaimed the Russian Empire and took the title emperor.",5,"Saint Petersburg, Russia",,Encyclopaedia Britannica,https://www.britannica.com/place/Russian-Empire,0.95,empire;russia;monarchy
Timeline of the Romanov Dynasty,romanov-dynasty,"A timeline of the rise, expansion, reform, and collapse of the Romanov dynasty that ruled Russia from 1613 to 1917.",history,10,1725,year,Death of Peter the Great,Peter's death opened a prolonged era of palace politics and disputed succession within the Romanov house.,3,"Saint Petersburg, Russia",,Encyclopaedia Britannica,https://www.britannica.com/biography/Peter-I-emperor-of-Russia,0.95,russia;succession;empire
