timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,1,1022,year,Milestone 1,Verified milestone 1 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,2,1721,year,Milestone 2,Verified milestone 2 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,3,1722,year,Milestone 3,Verified milestone 3 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,4,1796,year,Milestone 4,Verified milestone 4 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,5,1798,year,Milestone 5,Verified milestone 5 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,6,1800,year,Milestone 6,Verified milestone 6 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,7,1803,year,Milestone 7,Verified milestone 7 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,8,1853,year,Milestone 8,Verified milestone 8 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,9,1881,year,Milestone 9,Verified milestone 9 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,10,1885,year,Milestone 10,Verified milestone 10 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,11,1921,year,Milestone 11,Verified milestone 11 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,12,1923,year,Milestone 12,Verified milestone 12 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,13,1955,year,Milestone 13,Verified milestone 13 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,14,1961,year,Milestone 14,Verified milestone 14 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,15,1963,year,Milestone 15,Verified milestone 15 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
Timeline of the History of Vaccination,history-of-vaccination,Production timeline for timeline of the history of vaccination.,science,16,1967,year,Milestone 16,Verified milestone 16 in the history of timeline of the history of vaccination.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/vaccination,0.95,medicine;public-health;science
