timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,1,1889,year,Nintendo founded in Kyoto,Fusajiro Yamauchi founded Nintendo as a playing-card company in Kyoto.,5,Kyoto,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,2,1902,year,Nintendo begins Western-style card production,The company expanded beyond traditional hanafuda cards into broader card markets.,3,Kyoto,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,3,1949,year,Hiroshi Yamauchi becomes company president,A leadership transition set the stage for Nintendo's postwar transformation.,4,Kyoto,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,4,1959,year,Nintendo signs Disney character card deal,Licensed cards helped modernize the business and expand sales.,4,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,5,1963,year,"Company renamed Nintendo Co., Ltd.",Nintendo reorganized as a broader company as it explored new business lines.,3,Kyoto,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,6,1966,year,Ultra Hand released,Gunpei Yokoi's toy became a hit and helped move Nintendo deeper into toys.,4,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,7,1973,year,Laser Clay Shooting System launched,Nintendo entered large-scale electronic entertainment systems.,3,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,8,1977,year,Color TV-Game released,Nintendo entered the home video game market with dedicated consoles.,4,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,9,1980,year,Game & Watch debuts,Nintendo launched a successful handheld electronic game line.,5,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,10,1981,year,Donkey Kong released,The arcade hit introduced Mario and became a turning point for Nintendo.,5,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,11,1983,year,Family Computer launched,The Famicom established Nintendo as a major home console maker.,5,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,12,1985,year,Nintendo Entertainment System launches in North America,The NES revived the home console market in the United States.,5,North America,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,13,1985,year,Super Mario Bros. released,The game became one of Nintendo's defining global successes.,5,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,14,1989,year,Game Boy released,Nintendo transformed handheld gaming with the Game Boy.,5,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,15,1990,year,Super Famicom launched,Nintendo began the 16-bit era with a major new console.,4,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,16,1996,year,Nintendo 64 released,The company entered the 3D console era with the Nintendo 64.,4,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,17,2001,year,Game Boy Advance and GameCube released,Nintendo refreshed both its handheld and home console businesses.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,18,2004,year,Nintendo DS launched,Dual-screen handheld hardware became one of the company's biggest successes.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,19,2006,year,Wii released,Motion controls broadened Nintendo's audience far beyond traditional gamers.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Nintendo,nintendo,"Major corporate, hardware, software, and strategic milestones in the history of Nintendo.",technology,20,2017,year,Nintendo Switch released,The hybrid console became a major commercial and strategic success.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/Nintendo-Company-Ltd,0.95,gaming;technology;japan
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,1,1715,year,Tibetan and Himalayan mapping advances under Qing surveys,Regional surveying improved outside knowledge of the high Himalaya.,2,Tibet,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,2,1802,year,Great Trigonometrical Survey begins in India,The survey later made accurate identification of the world's highest peak possible.,4,British India,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,3,1847,year,Peak XV identified in survey data,Survey work isolated the mountain later named Mount Everest.,4,Himalaya,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,4,1852,year,Radhanath Sikdar identifies Peak XV as the highest known peak,Calculations showed Peak XV exceeded all known mountains in height.,5,Calcutta,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,5,1865,year,Peak XV officially named Mount Everest,The Royal Geographical Society adopted the English name Mount Everest.,4,London,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,6,1921,year,First British reconnaissance expedition reaches Everest region,Explorers surveyed the mountain from the Tibetan side.,5,Tibet,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,7,1922,year,First serious summit attempt made,The expedition reached a new altitude record on Everest.,5,Tibet,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,8,1924,year,Mallory and Irvine disappear,Their disappearance became one of mountaineering's great mysteries.,5,Mount Everest,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,9,1933,year,British expedition renews summit attempts,Another major interwar climb advanced route knowledge.,4,Tibet,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,10,1950,year,Nepal opens to foreign climbers,Access from the south transformed Everest mountaineering.,4,Nepal,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,11,1951,year,Eric Shipton reconnaissance from Nepal,The expedition identified the South Col route through the Khumbu Icefall.,5,Nepal,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,12,1952,year,Swiss expedition reaches near-summit heights,Raymond Lambert and Tenzing Norgay came close to the top.,5,Mount Everest,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,13,1953-05-29,day,Edmund Hillary and Tenzing Norgay reach the summit,The first confirmed ascent of Everest was achieved from the south side.,5,Mount Everest,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,14,1960,year,Chinese team claims first north-side ascent,A Chinese expedition reported the first ascent from the Tibetan side.,4,Mount Everest,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,15,1963,year,First American ascent completed,Jim Whittaker became the first American to summit Everest.,4,Mount Everest,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,16,1975,year,Junko Tabei becomes first woman to summit Everest,The ascent was a landmark in mountaineering history.,5,Mount Everest,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,17,1978,year,Reinhold Messner and Peter Habeler summit without supplemental oxygen,The climb changed assumptions about human performance at extreme altitude.,5,Mount Everest,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,18,1980,year,Messner completes solo ascent without supplemental oxygen,The ascent became one of Everest's most celebrated achievements.,5,Mount Everest,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,19,1996,year,Deadly disaster on Everest,A storm and overcrowding contributed to one of the mountain's most famous tragedies.,5,Mount Everest,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of Mount Everest Exploration,mount-everest-exploration,"Major milestones in the exploration, climbing, mapping, and public history of Mount Everest.",history,20,2019,year,Crowding on summit routes draws global attention,Images of long queues highlighted modern pressures on Everest climbing.,4,Mount Everest,,Encyclopaedia Britannica,https://www.britannica.com/place/Mount-Everest,0.95,exploration;mountaineering;asia
Timeline of the Non-Aligned Movement,non-aligned-movement,Major diplomatic and political milestones in the history of the Non-Aligned Movement.,politics,1,1947,year,India gains independence,Indian independence created one of the key states later associated with non-alignment.,3,India,,Encyclopaedia Britannica,https://www.britannica.com/topic/Non-Aligned-Movement,0.95,politics;diplomacy;cold-war
Timeline of the Non-Aligned Movement,non-aligned-movement,Major diplomatic and political milestones in the history of the Non-Aligned Movement.,politics,2,1955,year,Bandung Conference held,Asian and African leaders met in a landmark precursor to the Non-Aligned Movement.,5,Bandung,,Encyclopaedia Britannica,https://www.britannica.com/topic/Non-Aligned-Movement,0.95,politics;diplomacy;cold-war
Timeline of the Non-Aligned Movement,non-aligned-movement,Major diplomatic and political milestones in the history of the Non-Aligned Movement.,politics,3,1956,year,"Brioni meeting links Nasser, Nehru, and Tito",The meeting helped define the leadership core of non-alignment.,5,Brioni,,Encyclopaedia Britannica,https://www.britannica.com/topic/Non-Aligned-Movement,0.95,politics;diplomacy;cold-war
Timeline of the Non-Aligned Movement,non-aligned-movement,Major diplomatic and political milestones in the history of the Non-Aligned Movement.,politics,4,1961,year,First Non-Aligned summit convenes,The movement formally emerged at the Belgrade conference.,5,Belgrade,,Encyclopaedia Britannica,https://www.britannica.com/topic/Non-Aligned-Movement,0.95,politics;diplomacy;cold-war
Timeline of the Non-Aligned Movement,non-aligned-movement,Major diplomatic and political milestones in the history of the Non-Aligned Movement.,politics,5,1964,year,Second summit held in Cairo,The movement expanded its diplomatic profile in the decolonizing world.,4,Cairo,,Encyclopaedia Britannica,https://www.britannica.com/topic/Non-Aligned-Movement,0.95,politics;diplomacy;cold-war
