timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,1,c. 3000 BCE,approximate,Planned houses begin separating family space from the street,Early urban houses in Mesopotamia and neighboring regions use inward-looking layouts that shelter household life from public view.,3,Mesopotamia,,Encyclopaedia Britannica,https://www.britannica.com/topic/architecture/Ancient-Middle-Eastern-architecture,0.94,privacy;housing;architecture
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,2,c. 2000 BCE,approximate,Courtyard houses reinforce inward domestic life,Courtyard-centered homes make family activity less visible from the outside and create protected interior space.,3,Mesopotamia,,Encyclopaedia Britannica,https://www.britannica.com/topic/house,0.94,privacy;architecture;urbanism
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,3,5th century BCE,approximate,Greek houses formalize restricted household zones,Classical Greek houses often separate reception areas from more protected family quarters.,2,Greek world,,Encyclopaedia Britannica,https://www.britannica.com/topic/house,0.94,privacy;household;greece
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,4,1st century BCE,approximate,The Roman domus differentiates public and private rooms,"Roman houses organize atria, cubicula, and other spaces in ways that distinguish display from seclusion.",3,Roman Empire,,Encyclopaedia Britannica,https://www.britannica.com/topic/house,0.94,privacy;rome;architecture
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,5,7th century,approximate,Islamic domestic design emphasizes visual privacy,"Inward-facing homes, screened openings, and bent entrances reduce direct views into family space.",3,Middle East,,The Metropolitan Museum of Art,https://www.metmuseum.org/essays/the-damascus-room,0.95,privacy;architecture;islam
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,6,12th century,approximate,The medieval great hall keeps much life communal,"In much of Europe, eating, receiving, and sleeping still occur in relatively shared household spaces.",3,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/house,0.94,privacy;medieval;household
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,7,13th century,approximate,Castle interiors gain more secluded sanitary spaces,Garderobes and more segmented interiors gradually add privacy around bodily routines.,2,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/castle,0.93,privacy;medieval;sanitation
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,8,late 16th century,approximate,Corridors begin separating rooms in elite homes,"Hallways reduce the need to pass through one room to reach another, supporting enclosed personal rooms.",4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/Western-architecture,0.93,privacy;architecture;home
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,9,17th century,approximate,Private bedchambers gain social importance,The bedchamber increasingly becomes a controlled and selective domestic space rather than a fully communal room.,3,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/house,0.91,privacy;home;daily-life
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,10,18th century,approximate,Interior door locks become more common in homes,Improved domestic hardware makes privacy a practical matter of access control as well as custom.,3,Europe,,Encyclopaedia Britannica,https://www.britannica.com/technology/lock-security-device,0.94,privacy;technology;home
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,11,1791,year,The Fourth Amendment enters U.S. law,The U.S. Bill of Rights prohibits unreasonable searches and seizures and anchors later privacy doctrine.,5,United States,,U.S. National Archives,https://www.archives.gov/founding-docs/bill-of-rights-transcript,0.99,privacy;law;rights
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,12,1840,approximate,Victorian hallways normalize room-by-room separation,"Nineteenth-century middle-class homes increasingly use hallways and specialized rooms to separate family life, service work, and visitors.",4,Britain,,Encyclopaedia Britannica,https://www.britannica.com/topic/Western-architecture,0.93,privacy;victorian;architecture
Timeline of Domestic Privacy,domestic-privacy,"A history of privacy from shared domestic space and room separation to legal protections, encryption, and modern data control.",society,13,1876,year,The telephone creates a new private conversation space,"Domestic telephony shifts privacy from walls alone to voice, etiquette, and who can listen in.",3,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/telephone,0.94,privacy;communication;technology
