timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Weeds and Lawns,weeds-and-lawns,"From crop-side weeds in the first fields to suburban turf and rewilded yards, this timeline traces changing ideas of unwanted plants and controlled grass.",society,1,c. 3000 BCE,approximate,Early weeds follow cultivation,The first cereal fields in Southwest Asia create disturbed ground where fast-growing companion plants thrive beside crops.,3,Fertile Crescent,,Encyclopaedia Britannica,https://www.britannica.com/plant/weed,0.96,agriculture;plants
Timeline of Weeds and Lawns,weeds-and-lawns,"From crop-side weeds in the first fields to suburban turf and rewilded yards, this timeline traces changing ideas of unwanted plants and controlled grass.",society,2,c. 3000 BCE,approximate,Irrigated fields intensify weed control,"Large irrigated farming systems in Mesopotamia make hoeing, hand weeding, and field maintenance regular agricultural labor.",3,Mesopotamia,,Encyclopaedia Britannica,https://www.britannica.com/plant/weed,0.96,agriculture;labor
Timeline of Weeds and Lawns,weeds-and-lawns,"From crop-side weeds in the first fields to suburban turf and rewilded yards, this timeline traces changing ideas of unwanted plants and controlled grass.",society,3,c. 1500 BCE,approximate,Text traditions distinguish crop from weed,"Ancient agrarian traditions increasingly classify useful plants against unwanted growth, shaping later ideas of the weed.",2,Eastern Mediterranean,,Encyclopaedia Britannica,https://www.britannica.com/plant/weed,0.96,plants;culture
Timeline of Weeds and Lawns,weeds-and-lawns,"From crop-side weeds in the first fields to suburban turf and rewilded yards, this timeline traces changing ideas of unwanted plants and controlled grass.",society,4,c. 500 BCE,approximate,Roman writers describe tillage against weeds,Roman agricultural writers such as Columella and Pliny discuss cultivation methods that suppress weeds in arable fields.,3,Roman Empire,,Encyclopaedia Britannica,https://www.britannica.com/plant/weed,0.96,rome;agriculture
Timeline of Weeds and Lawns,weeds-and-lawns,"From crop-side weeds in the first fields to suburban turf and rewilded yards, this timeline traces changing ideas of unwanted plants and controlled grass.",society,5,c. 500 BCE,approximate,Managed turf appears in elite landscapes,"Mown and grazed turf begins to appear more clearly in enclosed elite grounds in medieval Europe, foreshadowing lawns.",2,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/lawn,0.96,gardens;landscape
Timeline of Weeds and Lawns,weeds-and-lawns,"From crop-side weeds in the first fields to suburban turf and rewilded yards, this timeline traces changing ideas of unwanted plants and controlled grass.",society,6,c. 500 BCE,approximate,Meadows become ornamental forecourts,"Castle and monastic precincts use short grassed spaces for processions and display, linking open turf with status.",2,Western Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/lawn,0.96,gardens;society
Timeline of Weeds and Lawns,weeds-and-lawns,"From crop-side weeds in the first fields to suburban turf and rewilded yards, this timeline traces changing ideas of unwanted plants and controlled grass.",society,7,c. 500 BCE,approximate,Renaissance gardens regularize lawn spaces,Formal European garden design begins to integrate clipped grass as a deliberate visual surface rather than rough pasture.,3,Italy and France,,Encyclopaedia Britannica,https://www.britannica.com/topic/lawn,0.96,gardens;renaissance
Timeline of Weeds and Lawns,weeds-and-lawns,"From crop-side weeds in the first fields to suburban turf and rewilded yards, this timeline traces changing ideas of unwanted plants and controlled grass.",society,8,c. 500 BCE,approximate,English estates popularize the lawn,"Country-house landscapes in Britain turn short turf into a marker of order, wealth, and controlled nature.",4,England,,Encyclopaedia Britannica,https://www.britannica.com/topic/lawn,0.96,britain;landscape
Timeline of Weeds and Lawns,weeds-and-lawns,"From crop-side weeds in the first fields to suburban turf and rewilded yards, this timeline traces changing ideas of unwanted plants and controlled grass.",society,9,1709,year,Seed drill improves row cultivation,Jethro Tull's seed drill encourages more systematic cultivation between rows and strengthens mechanical approaches to weed control.,3,England,,Encyclopaedia Britannica,https://www.britannica.com/topic/Jethro-Tull-English-agriculturist,0.96,agriculture;technology
Timeline of Weeds and Lawns,weeds-and-lawns,"From crop-side weeds in the first fields to suburban turf and rewilded yards, this timeline traces changing ideas of unwanted plants and controlled grass.",society,10,1730,year,Ha-ha expands the uninterrupted lawn,Landscape designers use the ha-ha to hide boundaries and extend the visual sweep of lawns around country houses.,3,England,,Encyclopaedia Britannica,https://www.britannica.com/art/ha-ha-landscape-design,0.96,landscape;architecture
