timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,1,c. 3000 BCE,approximate,Temple and palace accounting spreads,"Urban economies in Mesopotamia use measured grain, silver, and written accounts to standardize value and obligation.",4,Mesopotamia,,Britannica,https://www.britannica.com/money/money,0.95,finance;trade
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,2,c. 2500 BCE,approximate,Standard silver weights circulate,Weight-based silver and other commodities become common stores of value in Near Eastern trade.,3,Near East,,Britannica,https://www.britannica.com/money/money,0.95,finance;trade
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,3,c. 1200 BCE,approximate,Cowrie shells become a major currency,Cowrie shells are widely used as exchange media across parts of Asia and Africa because they are durable and portable.,4,Asia and Africa,,Britannica,https://www.britannica.com/story/a-brief-and-fascinating-history-of-money,0.95,money;trade
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,4,7th century BCE,approximate,True coinage emerges in Lydia,"Stamped metal coins appear in western Anatolia, creating a portable and state-backed medium of exchange.",5,Lydia,,Britannica,https://www.britannica.com/money/coin,0.95,money;state
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,5,6th century BCE,approximate,Coinage spreads across the Greek world,"Greek city-states adopt coinage, helping connect trade, taxation, and military payment.",4,Aegean world,,Britannica,https://www.britannica.com/money/coin,0.95,money;trade
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,6,211 BCE,year,Rome introduces the denarius,The Roman denarius becomes one of antiquity's most influential silver currencies and spreads through imperial commerce.,4,Roman Republic,,Britannica,https://www.britannica.com/money/coin,0.95,rome;money
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,7,7th century CE,approximate,Tang China expands paper instruments,Chinese merchants and officials increasingly use paper-based instruments that foreshadow large-scale paper money.,4,China,,Britannica,https://www.britannica.com/money/money,0.95,china;money
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,8,1024,year,Song China issues state paper money,"The Song state institutionalizes government-issued paper money, a major break from purely metallic currency.",5,China,,Britannica,https://www.britannica.com/money/money,0.95,china;money
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,9,13th century,approximate,Mongol rule broadens paper currency use,"Yuan authorities promote paper money over a vast Eurasian empire, spreading awareness of fiduciary money.",3,Eurasia,,Britannica,https://www.britannica.com/money/money,0.95,empire;money
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,10,1401,year,Barcelona founds the Taula de Canvi,One of Europe's early public banks helps institutionalize deposit banking and public finance.,4,Barcelona,,Britannica,https://www.britannica.com/money/bank/The-principles-of-central-banking,0.95,banking;finance
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,11,1668,year,Sweden establishes a modern central bank,The Bank of Sweden becomes a model for later central banks and modern monetary management.,5,Sweden,,Britannica,https://www.britannica.com/money/central-bank,0.95,banking;state
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,12,1694,year,Bank of England is founded,"The new bank becomes a durable model for state finance, note issuance, and central banking.",5,England,,Britannica,https://www.britannica.com/money/money/Central-banking,0.95,banking;state
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,13,1816,year,Britain commits to gold convertibility,Post-Napoleonic reform helps anchor sterling to gold and strengthens the modern gold-standard system.,4,United Kingdom,,Britannica,https://www.britannica.com/money/gold-standard,0.95,gold-standard;finance
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,14,c. 1875,approximate,Gold standard globalizes,"Germany, France, and the United States join Britain in adopting gold-based monetary arrangements.",5,Europe and United States,,Britannica,https://www.britannica.com/summary/gold-standard,0.95,gold-standard;finance
Timeline of Money,money,"A history of money from early commodity exchange and coinage to central banking, credit cards, and cryptocurrency.",finance,15,1913,year,The Federal Reserve is created,"The United States establishes a central bank to stabilize credit, banking, and the money supply.",5,United States,,Britannica,https://www.britannica.com/money/central-bank,0.95,banking;finance
