timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,1,907,year,Tang dynasty falls,The collapse of Tang rule opened the era of division that preceded the Song.,3,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,2,960,year,Zhao Kuangyin founds Song dynasty,The Later Zhou general seized power as Emperor Taizu and founded the Song.,5,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,3,961,year,Taizu consolidates imperial authority,Song rulers began curbing the military autonomy that had destabilized earlier regimes.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,4,976,year,Taizong succeeds Taizu,A new emperor continued unification and consolidation of the dynasty.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,5,979,year,Song completes conquest of Northern Han,The dynasty largely reunified China proper under northern Song rule.,5,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,6,1004,year,Treaty of Chanyuan signed with Liao,The Song agreed to peace and tribute with the Khitan Liao state.,4,Northern China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,7,1044,year,Military and administrative reform debates intensify,Pressure from frontier rivals and fiscal strain sharpened policy disputes.,3,Song China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,8,1069,year,Wang Anshi launches New Policies,One of the most ambitious reform programs in imperial Chinese history began.,5,Kaifeng,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,9,1076,year,Factional conflict over reforms deepens,Debates over the New Policies reshaped Song court politics.,4,Kaifeng,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,10,1085,year,Emperor Shenzong dies,A shift in leadership altered the balance between reformers and conservatives.,3,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,11,1125,year,Jin-Song conflict escalates,The Jurchen Jin dynasty turned against the Northern Song.,4,North China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,12,1127,year,Jingkang Incident destroys Northern Song,Jin forces captured Kaifeng and the Song court suffered catastrophic defeat.,5,Kaifeng,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,13,1127,year,Southern Song established,Surviving Song authority regrouped under Emperor Gaozong in the south.,5,Southern China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,14,1141,year,Treaty of Shaoxing signed,The Southern Song reached a major peace settlement with the Jin.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,15,1161,year,Song navy defeats Jin invasion attempt,Southern Song defenses held against a major northern offensive.,4,Yangtze region,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,16,1206,year,Mongol Empire founded,A new steppe power emerged that would eventually destroy the Song.,4,Mongolia,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,17,1234,year,Jin dynasty falls,The collapse of the Jin altered the geopolitical balance between Song and Mongols.,4,North China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,18,1276,year,Yuan forces capture Lin'an,The Southern Song capital fell to Mongol armies.,5,Lin'an,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,19,1279,year,Battle of Yamen ends Song resistance,Final Song loyalist resistance was crushed by Yuan forces.,5,Yamen,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Song Dynasty,song-dynasty,"Major political, military, economic, and cultural milestones in the history of the Song dynasty.",history,20,1279,year,Song dynasty ends,The Yuan dynasty replaced the Song as ruler of China.,5,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/Song-dynasty,0.95,china;dynasty;empire
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,1,1360,year,Giovanni di Bicci de' Medici born,The founder of Medici political and banking greatness was born.,3,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,2,1397,year,Medici bank established in Florence,Giovanni di Bicci formally founded the family banking enterprise.,5,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,3,1429,year,Giovanni di Bicci dies,Leadership of the family passed to Cosimo de' Medici.,3,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,4,1433,year,Cosimo de' Medici exiled,Political opponents briefly drove Cosimo from Florence.,4,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,5,1434,year,Cosimo returns to Florence,Cosimo reestablished Medici dominance in Florentine politics.,5,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,6,1464,year,Cosimo de' Medici dies,The patriarch known as Pater Patriae died after decades of influence.,4,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,7,1469,year,Lorenzo de' Medici rises to power,Lorenzo the Magnificent became the leading figure in Florence.,5,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,8,1478,year,Pazzi Conspiracy attacks the Medici,A major plot attempted to destroy Medici power in Florence.,5,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,9,1492,year,Lorenzo the Magnificent dies,The death of Lorenzo weakened the family's political hold.,4,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,10,1494,year,Medici expelled from Florence,French invasion and local upheaval drove the family from power.,5,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,11,1512,year,Medici restored to Florence,Spanish-backed forces helped return the family to dominance.,5,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,12,1513,year,Giovanni de' Medici becomes Pope Leo X,The family reached the papacy during the High Renaissance.,5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,13,1523,year,Giulio de' Medici becomes Pope Clement VII,A second Medici pope took office amid growing European crisis.,4,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,14,1527,year,Medici expelled again during republican revival,Florence overthrew Medici rule after the Sack of Rome shock.,4,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,15,1530,year,Medici power restored by imperial force,Florence was forced back under Medici rule after siege.,5,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,16,1537,year,Cosimo I becomes duke of Florence,A new Medici ruler began building a more centralized princely state.,5,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
Timeline of the Medici Family,medici-family,"Major political, financial, artistic, and dynastic milestones in the history of the Medici family.",history,17,1569,year,Cosimo I becomes grand duke of Tuscany,The Medici state rose in formal rank under papal authority.,5,Tuscany,,Encyclopaedia Britannica,https://www.britannica.com/topic/Medici-family,0.95,italy;renaissance;dynasty
