timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
History of the Fax Machine,history-of-the-fax-machine,A chronology of facsimile technology from early telegraphic image transmission to the fax machine's late-20th-century global peak and digital decline.,technology,1,1843,year,Alexander Bain patents an early fax concept,"Scottish inventor Alexander Bain receives a British patent for an image-transmission device that used synchronized pendulums and chemically treated paper, establishing a foundational facsimile method.",4,"London, United Kingdom",,Encyclopaedia Britannica,https://www.britannica.com/biography/Alexander-Bain-Scottish-inventor,0.95,technology;communication;invention
History of the Fax Machine,history-of-the-fax-machine,A chronology of facsimile technology from early telegraphic image transmission to the fax machine's late-20th-century global peak and digital decline.,technology,2,1847,year,Frederick Bakewell demonstrates an improved system,Frederick Bakewell demonstrates a laboratory facsimile system that improves synchronization and helps show that images can be transmitted electrically over distance.,3,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/technology/fax,0.95,technology;communication;telegraphy
History of the Fax Machine,history-of-the-fax-machine,A chronology of facsimile technology from early telegraphic image transmission to the fax machine's late-20th-century global peak and digital decline.,technology,3,1851,year,Bakewell exhibits at the Great Exhibition,"Bakewell's copying telegraph is shown at the Great Exhibition in London, giving facsimile transmission a major public demonstration.",3,"London, United Kingdom",,Encyclopaedia Britannica,https://www.britannica.com/technology/fax,0.95,technology;exhibition;telegraphy
History of the Fax Machine,history-of-the-fax-machine,A chronology of facsimile technology from early telegraphic image transmission to the fax machine's late-20th-century global peak and digital decline.,technology,4,1855,year,Giovanni Caselli patents the pantelegraph,"Italian priest-inventor Giovanni Caselli develops and patents the pantelegraph, a more practical facsimile device for sending handwriting and drawings.",4,"Florence, Italy",,Encyclopaedia Britannica,https://www.britannica.com/technology/fax,0.95,technology;communication;invention
History of the Fax Machine,history-of-the-fax-machine,A chronology of facsimile technology from early telegraphic image transmission to the fax machine's late-20th-century global peak and digital decline.,technology,5,1860,year,Pantelegraph links Paris and Amiens experimentally,"Caselli's system is used on French telegraph lines in experimental service, proving facsimile transmission can work on a real network.",4,"Paris, France",,Encyclopaedia Britannica,https://www.britannica.com/technology/fax,0.95,technology;telegraphy;france
History of the Fax Machine,history-of-the-fax-machine,A chronology of facsimile technology from early telegraphic image transmission to the fax machine's late-20th-century global peak and digital decline.,technology,6,1865,year,Commercial pantelegraph service expands in France,"French telegraph administration deploys the pantelegraph on longer routes including Paris-Lyon, marking one of the first commercial facsimile services.",4,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/fax,0.95,technology;communication;france
History of the Fax Machine,history-of-the-fax-machine,A chronology of facsimile technology from early telegraphic image transmission to the fax machine's late-20th-century global peak and digital decline.,technology,7,1880,year,Shelford Bidwell advances scanning methods,English physicist Shelford Bidwell demonstrates scanning techniques that point toward modern photo-telegraphy.,3,"London, United Kingdom",,Encyclopaedia Britannica,https://www.britannica.com/technology/fax,0.95,technology;imaging;telegraphy
History of the Fax Machine,history-of-the-fax-machine,A chronology of facsimile technology from early telegraphic image transmission to the fax machine's late-20th-century global peak and digital decline.,technology,8,1888,year,Elisha Gray patents the telautograph,"Elisha Gray patents the telautograph, allowing handwriting to be sent electrically and widening interest in document transmission.",3,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/telautograph,0.94,technology;communication;documents
History of the Fax Machine,history-of-the-fax-machine,A chronology of facsimile technology from early telegraphic image transmission to the fax machine's late-20th-century global peak and digital decline.,technology,9,1902,year,Arthur Korn sends photographs by wire,German inventor Arthur Korn develops a practical phototelegraph system for transmitting photographs over long distances.,4,"Munich, Germany",,Encyclopaedia Britannica,https://www.britannica.com/technology/fax,0.95,technology;photography;communication
History of the Fax Machine,history-of-the-fax-machine,A chronology of facsimile technology from early telegraphic image transmission to the fax machine's late-20th-century global peak and digital decline.,technology,10,1907,year,Édouard Belin introduces the Belinograph,The Belinograph refines photo transmission and becomes influential in press image distribution in the early 20th century.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/fax,0.95,technology;photography;media
