timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,1,2002,year,SpaceX is founded,Elon Musk founds Space Exploration Technologies Corp. to develop lower-cost launch vehicles and spacecraft.,5,"El Segundo, California, United States",,Britannica,https://www.britannica.com/money/SpaceX,0.95,technology;space;business
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,2,2005,year,Falcon 1 is introduced,SpaceX publicly presents Falcon 1 as its first orbital launch vehicle for small payloads.,3,United States,,SpaceX,https://www.spacex.com/mission/,0.96,rockets;space;technology
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,3,2006,year,NASA awards COTS funding,"NASA selects SpaceX for the Commercial Orbital Transportation Services program, backing development of cargo capabilities for the ISS.",5,"Washington, D.C., United States",,SpaceX,https://www.spacex.com/mission/,0.96,nasa;space;contracts
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,4,2008-09-28,day,Falcon 1 reaches orbit,Falcon 1 becomes the first privately developed liquid-fueled rocket to reach Earth orbit.,5,"Kwajalein Atoll, Marshall Islands",,SpaceX,https://www.spacex.com/mission/,0.96,rockets;space;innovation
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,5,2008-12,month,SpaceX wins CRS cargo contract,NASA awards SpaceX a Commercial Resupply Services contract for cargo flights to the International Space Station.,5,"Washington, D.C., United States",,SpaceX,https://www.spacex.com/mission/,0.96,nasa;contracts;space
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,6,2010-06-04,day,Falcon 9 makes first flight,The larger Falcon 9 rocket launches successfully for the first time.,5,"Cape Canaveral, Florida, United States",,SpaceX,https://www.spacex.com/mission/,0.96,rockets;space;launch
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,7,2010-12,month,Dragon returns from orbit,Dragon becomes the first privately developed spacecraft to reach orbit and return safely to Earth.,5,Pacific Ocean,,SpaceX,https://www.spacex.com/mission/,0.96,spacecraft;space;innovation
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,8,2012-05,month,Dragon reaches the ISS,Dragon becomes the first commercial spacecraft to berth with the International Space Station.,5,Low Earth orbit,,SpaceX,https://www.spacex.com/mission/,0.96,spacecraft;nasa;space
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,9,2013,year,Grasshopper test program advances reusability,Low-altitude Grasshopper flights demonstrate controlled vertical takeoff and landing technologies for reusable boosters.,4,"Texas, United States",,SpaceX,https://www.spacex.com/mission/,0.96,reusability;rockets;technology
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,10,2015-12-21,day,First Falcon 9 booster landing,"A Falcon 9 first stage lands successfully at Landing Zone 1 after launch, proving orbital-class booster recovery on land.",5,"Cape Canaveral, Florida, United States",,SpaceX,https://www.spacex.com/mission/,0.96,reusability;rockets;innovation
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,11,2016-04-08,day,First droneship landing succeeds,SpaceX lands a Falcon 9 booster on an autonomous droneship at sea for the first time.,5,Atlantic Ocean,,SpaceX,https://www.spacex.com/mission/,0.96,reusability;rockets;space
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,12,2017-03-30,day,First reused orbital booster flies,"A previously flown Falcon 9 first stage launches and lands again, marking a major reusability milestone.",5,"Kennedy Space Center, Florida, United States",,SpaceX,https://www.spacex.com/mission/,0.96,reusability;launch;technology
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,13,2018-02-06,day,Falcon Heavy debuts,"SpaceX launches Falcon Heavy on its maiden flight, briefly becoming the world's most powerful operational rocket.",5,"Kennedy Space Center, Florida, United States",,SpaceX,https://www.spacex.com/mission/,0.96,rockets;launch;space
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,14,2019-05,month,Starlink satellite launches begin,"SpaceX starts deploying the Starlink broadband constellation, expanding into satellite internet services.",4,"Cape Canaveral, Florida, United States",,SpaceX,https://www.spacex.com/mission/,0.96,satellites;internet;space
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,15,2020-05-30,day,Crew Dragon launches Demo-2,"SpaceX carries NASA astronauts to orbit on Demo-2, the first crewed orbital mission launched by a private company.",5,"Kennedy Space Center, Florida, United States",,SpaceX,https://www.spacex.com/launches/demo2,0.96,human-spaceflight;nasa;space
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,16,2020-11,month,Crew-1 starts operational crew service,SpaceX begins regular operational crew transport missions to the ISS under NASA's Commercial Crew Program.,5,"Kennedy Space Center, Florida, United States",,SpaceX,https://www.spacex.com/mission/,0.96,human-spaceflight;nasa;contracts
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,17,2021-09,month,Inspiration4 becomes first all-civilian orbital mission,"SpaceX flies the Inspiration4 mission, the first orbital spaceflight crewed entirely by private citizens.",4,"Florida, United States",,SpaceX,https://www.spacex.com/mission/,0.96,human-spaceflight;space;commercial
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,18,2022,year,Starship testing accelerates in Texas,SpaceX completes major booster and ship test campaigns ahead of integrated orbital Starship flights.,3,"Starbase, Texas, United States",,SpaceX,https://www.spacex.com/mission/,0.96,starship;rockets;technology
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,19,2023-04-20,day,Starship makes first integrated test flight,"The fully stacked Starship and Super Heavy system flies for the first time, beginning a new phase of heavy-lift development.",5,"Starbase, Texas, United States",,SpaceX,https://www.spacex.com/mission/,0.96,starship;launch;space
History of SpaceX,spacex,"A timeline of SpaceX from its founding through its major launch, spacecraft, and reusability milestones.",technology,20,2024-10,month,Super Heavy booster is caught by launch tower,SpaceX demonstrates a tower catch of the returning Super Heavy booster during Starship test operations.,5,"Starbase, Texas, United States",,SpaceX,https://www.spacex.com/mission/,0.96,starship;reusability;innovation
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,1,1997-08-29,day,Netflix is founded,Reed Hastings and Marc Randolph found Netflix as an online movie-rental company.,5,"Scotts Valley, California, United States",,Netflix Tudum,https://www.netflix.com/tudum/articles/netflix-trivia-25th-anniversary,0.9,streaming;business;media
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,2,1998,year,Netflix launches its website,The company begins offering DVD rentals through an online storefront.,4,"California, United States",,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,internet;media;business
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,3,1999,year,Subscription model begins,Netflix introduces a subscription service that helps distinguish it from traditional video-rental stores.,5,"California, United States",,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,subscriptions;business;media
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,4,2000,year,Cinematch recommendation system gains importance,Netflix expands its recommendation technology to personalize viewing choices for customers.,4,"California, United States",,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,algorithms;technology;media
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,5,2002,year,Netflix goes public,"Netflix completes its initial public offering on Nasdaq, giving the company wider access to capital.",5,United States,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,ipo;finance;business
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,6,2003,year,First profit is reported,Netflix posts its first full-year profit as its DVD-by-mail model scales.,4,United States,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,finance;business;subscriptions
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,7,2005,year,Membership rises into the millions,"Netflix reaches a multi-million subscriber base, confirming the strength of the mail-order rental model.",3,United States,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,subscriptions;growth;business
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,8,2007,year,Streaming service launches,"Netflix debuts streaming video, beginning its transformation from DVD rentals to on-demand digital entertainment.",5,United States,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,streaming;technology;media
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,9,2009,year,Streaming reaches consumer devices,"Netflix expands streaming access through connected televisions, game consoles, and set-top devices.",4,United States,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,streaming;devices;technology
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,10,2010,year,Netflix expands to Canada,The company begins international streaming expansion with its launch in Canada.,4,Canada,,Netflix,https://about.netflix.com/news/netflix-is-now-available-around-the-world,0.96,international-expansion;streaming;business
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,11,2011,year,Service enters Latin America and the Caribbean,Netflix continues global expansion across dozens of markets in Latin America and the Caribbean.,4,Latin America,,Netflix,https://about.netflix.com/news/netflix-is-now-available-around-the-world,0.96,international-expansion;streaming;media
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,12,2012,year,First original series premieres,"Netflix begins original programming with titles such as Lilyhammer, reducing dependence on licensed content.",5,United States,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,originals;television;media
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,13,2013,year,House of Cards accelerates originals strategy,The success of House of Cards helps establish Netflix as a major commissioner and distributor of original series.,5,United States,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,originals;television;streaming
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,14,2014,year,Expansion reaches major European markets,"Netflix enters additional European countries, widening its international footprint.",4,Europe,,Netflix,https://about.netflix.com/news/netflix-is-now-available-around-the-world,0.96,international-expansion;streaming;business
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,15,2016-01-06,day,Netflix launches in most of the world,Netflix announces service availability in more than 130 additional countries in a single global expansion.,5,Global,,Netflix,https://about.netflix.com/news/netflix-is-now-available-around-the-world,0.96,globalization;streaming;media
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,16,2017,year,Subscriber base passes 100 million,"Netflix surpasses 100 million subscribers worldwide, cementing its leadership in streaming video.",5,Global,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,subscriptions;growth;streaming
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,17,2019,year,Netflix strengthens its awards presence,The company becomes a major force in film awards through original productions such as Roma and later releases.,3,Global,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,film;awards;culture
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,18,2020,year,Membership passes 200 million,A surge in home viewing during the COVID-19 era helps Netflix exceed 200 million subscribers worldwide.,5,Global,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,subscriptions;streaming;culture
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,19,2021,year,Netflix enters mobile gaming,"Netflix adds games to its service, extending the platform beyond film and television.",4,Global,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,gaming;streaming;technology
History of Netflix,netflix,A timeline of Netflix from its DVD-rental origins to its rise as a global streaming and production company.,culture,20,2022,year,Ad-supported tier launches,Netflix introduces a lower-priced plan with advertising as it adjusts its business model to slower growth.,4,Global,,Britannica,https://www.britannica.com/money/Netflix-Inc,0.95,advertising;subscriptions;business
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,1,1938-03-01,day,Samsung is founded,Lee Byung-chul establishes Samsung as a trading business in Taegu during the late colonial period in Korea.,5,"Daegu, Korea",,Britannica,https://www.britannica.com/money/Samsung-Electronics,0.95,business;asia;industry
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,2,1954,year,Samsung enters textiles,The group opens a major woolen mill and expands into manufacturing in postwar South Korea.,4,"Daegu, South Korea",,Britannica,https://www.britannica.com/money/Samsung-Electronics,0.95,manufacturing;industry;business
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,3,1969,year,Samsung Electronics is established,"Samsung launches Samsung Electronics, creating the business that becomes the center of the group's global identity.",5,"Suwon, South Korea",,Samsung,https://www.samsung.com/us/about-us/leadership-and-mission/heritage/,0.96,electronics;technology;business
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,4,1970,year,First Samsung television is produced,Samsung Electronics manufactures its first black-and-white television set.,4,South Korea,,Samsung Design,https://design.samsung.com/global/contents/design-history/product.html,0.94,television;electronics;technology
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,5,1971,year,Television exports begin,"Samsung starts exporting television sets, an early step in its international electronics expansion.",3,South Korea,,Samsung Design,https://design.samsung.com/global/contents/design-history/product.html,0.94,exports;electronics;business
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,6,1974,year,Samsung enters semiconductors,"The company acquires Korea Semiconductor, establishing a base in chip manufacturing.",5,South Korea,,Samsung,https://www.samsung.com/ae/about-us/company-info/,0.96,semiconductors;technology;manufacturing
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,7,1980,year,Samsung expands into telecommunications,Samsung broadens its electronics portfolio by moving into telecommunications equipment and devices.,4,South Korea,,Britannica,https://www.britannica.com/money/Samsung-Electronics,0.95,telecommunications;electronics;technology
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,8,1983,year,64K DRAM is developed,"Samsung produces a 64-kilobit dynamic random-access memory chip, strengthening its semiconductor ambitions.",5,South Korea,,Samsung,https://www.samsung.com/ae/about-us/company-info/,0.96,semiconductors;memory;innovation
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,9,1987,year,Leadership passes to Lee Kun-hee,"After the death of founder Lee Byung-chul, Lee Kun-hee becomes the central leader of Samsung's next phase.",4,South Korea,,Britannica,https://www.britannica.com/money/Samsung-Electronics,0.95,leadership;business;asia
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,10,1988,year,Samsung Electronics expands globally,Samsung Electronics emerges as a stronger global company following corporate reorganization and international expansion.,4,South Korea,,Samsung,https://www.samsung.com/ae/about-us/company-info/,0.96,globalization;electronics;business
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,11,1992,year,Samsung becomes a leading memory-chip maker,The company reaches the top tier of the global DRAM market.,5,Global,,Britannica,https://www.britannica.com/money/Samsung-Electronics,0.95,semiconductors;memory;business
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,12,1993,year,New Management initiative is announced,Lee Kun-hee launches a quality-focused reform program that reshapes Samsung's culture and product strategy.,5,"Frankfurt, Germany",,Samsung,https://www.samsung.com/us/about-us/leadership-and-mission/heritage/,0.96,management;quality;business
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,13,1998,year,Samsung introduces digital television advances,Samsung accelerates its push into digital consumer electronics as global demand shifts from analog products.,3,South Korea,,Samsung,https://www.samsung.com/us/about-us/leadership-and-mission/heritage/,0.96,television;digital;electronics
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,14,2006,year,Samsung becomes the top global TV brand,"Samsung rises to the top of the worldwide television market, a position it sustains for years.",5,Global,,Britannica,https://www.britannica.com/money/Samsung-Electronics/Samsung-as-a-global-company,0.95,television;consumer-electronics;business
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,15,2009,year,Galaxy branding expands,Samsung begins building the Galaxy line into a major smartphone and mobile-computing brand.,4,South Korea,,Britannica,https://www.britannica.com/money/Samsung-Electronics/Samsung-as-a-global-company,0.95,smartphones;mobile;technology
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,16,2010,year,Galaxy S launches,The Galaxy S smartphone line becomes central to Samsung's challenge to Apple in the global handset market.,5,Global,,Britannica,https://www.britannica.com/money/Samsung-Electronics/Samsung-as-a-global-company,0.95,smartphones;mobile;electronics
History of Samsung,samsung,A timeline of Samsung from its origins as a Korean trading company to its emergence as a global electronics and semiconductor giant.,technology,17,2013,year,Samsung reaches peak smartphone scale,The company consolidates its place among the world's largest smartphone manufacturers.,4,Global,,Britannica,https://www.britannica.com/money/Samsung-Electronics/Samsung-as-a-global-company,0.95,smartphones;business;technology
