timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the History of Human Rights,history-of-human-rights,"Major milestones in the development of human rights ideas, declarations, laws, and institutions from antiquity to the modern international system.",politics,1,539 BCE,year,Cyrus conquers Babylon,The conquest of Babylon and the policies later associated with the Cyrus Cylinder became an enduring reference point in later narratives about rights and religious tolerance.,3,Babylon,,Encyclopaedia Britannica,https://www.britannica.com/topic/human-rights,0.90,rights;law;empire
Timeline of the History of Human Rights,history-of-human-rights,"Major milestones in the development of human rights ideas, declarations, laws, and institutions from antiquity to the modern international system.",politics,2,1215,year,Magna Carta is sealed,"King John of England accepted Magna Carta, a foundational charter that limited royal power and shaped later constitutional and rights traditions.",5,"Runnymede, England",,Encyclopaedia Britannica,https://www.britannica.com/topic/human-rights,0.90,rights;law;constitution
Timeline of the History of Human Rights,history-of-human-rights,"Major milestones in the development of human rights ideas, declarations, laws, and institutions from antiquity to the modern international system.",politics,3,1628,year,Petition of Right is presented,"The English Parliament asserted protections against arbitrary taxation, imprisonment, and martial law, strengthening the constitutional basis of individual liberties.",4,England,,Encyclopaedia Britannica,https://www.britannica.com/topic/human-rights,0.90,rights;law;constitution
Timeline of the History of Human Rights,history-of-human-rights,"Major milestones in the development of human rights ideas, declarations, laws, and institutions from antiquity to the modern international system.",politics,4,1679,year,Habeas Corpus Act is enacted,The English Habeas Corpus Act reinforced legal safeguards against unlawful detention and became a landmark in the protection of personal liberty.,4,England,,Encyclopaedia Britannica,https://www.britannica.com/topic/human-rights,0.90,rights;law;justice
Timeline of the History of Human Rights,history-of-human-rights,"Major milestones in the development of human rights ideas, declarations, laws, and institutions from antiquity to the modern international system.",politics,5,1689,year,English Bill of Rights is adopted,The settlement after the Glorious Revolution formally limited the crown and affirmed parliamentary rights and protections against cruel punishments.,5,England,,Encyclopaedia Britannica,https://www.britannica.com/topic/human-rights,0.90,rights;constitution;law
Timeline of the History of Human Rights,history-of-human-rights,"Major milestones in the development of human rights ideas, declarations, laws, and institutions from antiquity to the modern international system.",politics,6,1776,year,United States Declaration of Independence is issued,"The declaration proclaimed that all men are created equal and possess unalienable rights, giving enduring political force to natural-rights language.",5,"Philadelphia, Pennsylvania",,Encyclopaedia Britannica,https://www.britannica.com/topic/human-rights,0.90,rights;revolution;law
Timeline of the History of Human Rights,history-of-human-rights,"Major milestones in the development of human rights ideas, declarations, laws, and institutions from antiquity to the modern international system.",politics,7,1789,year,Declaration of the Rights of Man and of the Citizen is proclaimed,"The French Revolution produced a major rights charter affirming liberty, equality before the law, sovereignty of the nation, and freedom of expression.",5,"Paris, France",,Encyclopaedia Britannica,https://www.britannica.com/topic/human-rights,0.90,rights;revolution;citizenship
Timeline of the History of Human Rights,history-of-human-rights,"Major milestones in the development of human rights ideas, declarations, laws, and institutions from antiquity to the modern international system.",politics,8,1791,year,United States Bill of Rights takes effect,"The first ten amendments to the U.S. Constitution protected speech, religion, assembly, due process, and other civil liberties.",5,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/human-rights,0.90,rights;constitution;liberty
Timeline of the History of Human Rights,history-of-human-rights,"Major milestones in the development of human rights ideas, declarations, laws, and institutions from antiquity to the modern international system.",politics,9,1807,year,British Parliament abolishes the slave trade,The Abolition of the Slave Trade Act marked a major rights milestone by outlawing the British transatlantic slave trade.,4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/topic/human-rights,0.90,rights;abolition;law
Timeline of the History of Human Rights,history-of-human-rights,"Major milestones in the development of human rights ideas, declarations, laws, and institutions from antiquity to the modern international system.",politics,10,1864,year,First Geneva Convention is signed,"States adopted rules for the care of wounded soldiers, helping establish the modern humanitarian law tradition.",5,"Geneva, Switzerland",,Encyclopaedia Britannica,https://www.britannica.com/topic/human-rights,0.90,rights;war;humanitarian
