timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Romanov Dynasty,romanov-dynasty,A chronology of the Romanov family from its rise to the Russian throne in 1613 to the dynasty's collapse in the 1917 revolutions.,history,1,1613-02-21,day,Michael elected tsar,"A national assembly elected Michael Romanov tsar, founding the dynasty after the Time of Troubles.",5,"Moscow, Russia",,Britannica,https://www.britannica.com/biography/Michael-tsar-of-Russia,0.96,monarchy;dynasty;russia
Timeline of the Romanov Dynasty,romanov-dynasty,A chronology of the Romanov family from its rise to the Russian throne in 1613 to the dynasty's collapse in the 1917 revolutions.,history,2,1613-07-21,day,Michael crowned,"Michael was crowned in Moscow, consolidating Romanov rule over the Tsardom of Russia.",4,"Moscow, Russia",,Britannica,https://www.britannica.com/biography/Michael-tsar-of-Russia,0.96,monarchy;dynasty;russia
Timeline of the Romanov Dynasty,romanov-dynasty,A chronology of the Romanov family from its rise to the Russian throne in 1613 to the dynasty's collapse in the 1917 revolutions.,history,3,1645,year,Alexis succeeds Michael,Alexis inherited the throne and continued the consolidation of Romanov power.,4,Russia,,Britannica,https://www.britannica.com/topic/Romanov-dynasty,0.95,monarchy;dynasty;russia
Timeline of the Romanov Dynasty,romanov-dynasty,A chronology of the Romanov family from its rise to the Russian throne in 1613 to the dynasty's collapse in the 1917 revolutions.,history,4,1682,year,Peter I becomes co-tsar,Peter shared the throne with Ivan V before emerging as the dominant Romanov ruler.,4,"Moscow, Russia",,Britannica,https://www.britannica.com/biography/Peter-the-Great,0.96,monarchy;russia;reform
Timeline of the Romanov Dynasty,romanov-dynasty,A chronology of the Romanov family from its rise to the Russian throne in 1613 to the dynasty's collapse in the 1917 revolutions.,history,5,1689,year,Peter takes full power,"Peter effectively seized personal control of government, sidelining the regency of Sophia.",4,Russia,,Britannica,https://www.britannica.com/biography/Peter-the-Great,0.96,monarchy;russia;reform
Timeline of the Romanov Dynasty,romanov-dynasty,A chronology of the Romanov family from its rise to the Russian throne in 1613 to the dynasty's collapse in the 1917 revolutions.,history,6,1703,year,St. Petersburg founded,"Peter established St. Petersburg, which became the Romanov capital and a symbol of westernization.",5,"St. Petersburg, Russia",,Britannica,https://www.britannica.com/biography/Peter-the-Great,0.96,city;russia;reform
Timeline of the Romanov Dynasty,romanov-dynasty,A chronology of the Romanov family from its rise to the Russian throne in 1613 to the dynasty's collapse in the 1917 revolutions.,history,7,1721,year,Russian Empire proclaimed,"After victory in the Great Northern War, Peter adopted the title of emperor and Russia became an empire.",5,Russia,,Britannica,https://www.britannica.com/place/Russian-Empire,0.95,empire;russia;monarchy
Timeline of the Romanov Dynasty,romanov-dynasty,A chronology of the Romanov family from its rise to the Russian throne in 1613 to the dynasty's collapse in the 1917 revolutions.,history,8,1725,year,Catherine I succeeds Peter,"Peter's widow Catherine I took the throne, beginning an era of palace succession crises.",3,Russia,,Britannica,https://www.britannica.com/topic/Romanov-dynasty,0.95,monarchy;succession;russia
Timeline of the Romanov Dynasty,romanov-dynasty,A chronology of the Romanov family from its rise to the Russian throne in 1613 to the dynasty's collapse in the 1917 revolutions.,history,9,1762,year,Catherine II seizes power,Catherine the Great overthrew Peter III and began one of the most influential Romanov reigns.,5,"St. Petersburg, Russia",,Britannica,https://www.britannica.com/biography/Catherine-the-Great,0.96,monarchy;empire;russia
Timeline of the Romanov Dynasty,romanov-dynasty,A chronology of the Romanov family from its rise to the Russian throne in 1613 to the dynasty's collapse in the 1917 revolutions.,history,10,1772,year,First partition of Poland,"Russia joined the first partition of Poland, expanding Romanov imperial territory in eastern Europe.",4,Eastern Europe,,Britannica,https://www.britannica.com/biography/Catherine-the-Great,0.95,empire;expansion;russia
